event_id,timestamp,event_type,severity,prediction,anomaly_score,threat_type,threat_level,threat_score,detection_reason,failed_login_attempts,malware_detected,cvss_score,threat_confidence_score,confidence_level,confidence_reason
EVT00146,2026-01-01 12:10:00,Account Lockout,Low,Normal,0.0389809464447706,Suspicious Activity,Low,1,No major suspicious indicators,5,No,6.8,57.58,Moderate,moderate anomaly evidence
EVT00147,2026-01-01 12:15:00,SQL Injection Attempt,High,Normal,0.1196899411715938,SQL Injection,High,3,SQL injection indicator,0,No,6.2,27.92,Low,limited supporting security evidence
EVT00148,2026-01-01 12:20:00,Web Shell Detected,Medium,Normal,0.0810356523898915,Web Shell,Medium,2,No major suspicious indicators,2,No,7.7,44.09,Moderate,high CVSS
EVT00149,2026-01-01 12:25:00,Ransomware Detected,Medium,Normal,0.0140777109094842,Ransomware,Critical,4,Ransomware event detected + Malware indicator present,0,Yes,2.0,47.24,Moderate,moderate anomaly evidence + malware detected
EVT00150,2026-01-01 12:30:00,File Access,Medium,Normal,0.1381443378902286,File Activity,Low,1,No major suspicious indicators,0,No,3.8,18.23,Low,limited supporting security evidence
EVT00151,2026-01-01 12:35:00,Credential Dumping,Critical,Normal,0.0510924086949189,Credential Theft,High,3,Credential theft indicator + Critical CVSS score (9.3),0,No,9.3,51.01,Moderate,moderate anomaly evidence + high CVSS
EVT00152,2026-01-01 12:40:00,File Access,Low,Normal,0.0771088252531918,File Activity,Low,1,No major suspicious indicators,2,No,6.9,43.24,Moderate,moderate anomaly evidence
EVT00153,2026-01-01 12:45:00,Brute Force,High,Normal,0.1038685550361103,Brute Force,Medium,2,Authentication attack indicator,0,No,8.9,37.66,Low,high CVSS
EVT00154,2026-01-01 12:50:00,Suspicious Process Execution,Low,Normal,0.1016745174532108,Suspicious Process,Low,1,Critical CVSS score (9.8),0,No,9.8,40.18,Moderate,high CVSS
EVT00155,2026-01-01 12:55:00,Suspicious Process Execution,Low,Normal,0.0751811493114258,Suspicious Process,Low,1,No major suspicious indicators,5,No,5.9,47.03,Moderate,moderate anomaly evidence
EVT00156,2026-01-01 13:00:00,Login Success,Low,Normal,0.1069657750928385,Normal Activity,Normal,0,Critical CVSS score (9.2),0,No,9.2,37.6,Low,high CVSS
EVT00157,2026-01-01 13:05:00,Lateral Movement Detected,Medium,Normal,0.045217101482154,Lateral Movement,Medium,2,No major suspicious indicators,8,No,6.0,59.88,Moderate,moderate anomaly evidence + high failed-login activity
EVT00158,2026-01-01 13:10:00,Brute Force,High,Normal,0.0737369237313241,Brute Force,High,3,High failed login activity (5 attempts),5,No,3.8,42.7,Moderate,moderate anomaly evidence
EVT00159,2026-01-01 13:15:00,Ransomware Detected,Critical,Normal,0.0071913534000634,Ransomware,Critical,4,Ransomware event detected,0,No,0.6,42.05,Moderate,moderate anomaly evidence
EVT00160,2026-01-01 13:20:00,Configuration Change,Medium,Normal,0.1514980260658674,Configuration Change,Low,1,No major suspicious indicators,0,No,3.9,15.3,Low,limited supporting security evidence
EVT00161,2026-01-01 13:25:00,Port Scan,Low,Normal,0.0907232759124166,Port Scanning,Medium,2,No major suspicious indicators,0,No,0.4,21.88,Low,limited supporting security evidence
EVT00162,2026-01-01 13:30:00,Web Shell Detected,Critical,Normal,0.0756255133027253,Web Shell,Medium,2,No major suspicious indicators,0,No,2.5,30.11,Low,moderate anomaly evidence
EVT00163,2026-01-01 13:35:00,VPN Connection,High,Normal,0.1148033726607152,VPN Activity,Medium,2,No major suspicious indicators,0,No,6.3,29.3,Low,limited supporting security evidence
EVT00164,2026-01-01 13:40:00,DNS Tunneling Detected,Low,Normal,0.1264442926946706,DNS Tunneling,Low,1,No major suspicious indicators,0,No,8.4,31.22,Low,high CVSS
EVT00165,2026-01-01 13:45:00,Unauthorized Access,Low,Normal,0.0163118287979647,Unauthorized Access,High,3,Malware indicator present,0,Yes,4.9,53.16,Moderate,moderate anomaly evidence + malware detected
EVT00166,2026-01-01 13:50:00,Unauthorized Access,Medium,Suspicious,-0.0046540429238325,Unauthorized Access,High,3,ML anomaly detected + Malware indicator present,6,Yes,6.0,71.66,High,strong anomaly evidence + high failed-login activity + malware detected
EVT00167,2026-01-01 13:55:00,Firewall Rule Change,Critical,Normal,0.0573870914222202,Security Configuration Change,High,3,No major suspicious indicators,4,No,2.5,41.82,Moderate,moderate anomaly evidence
EVT00168,2026-01-01 14:00:00,USB Device Connected,High,Normal,0.0502569201340357,Suspicious Device Activity,Medium,2,Critical CVSS score (10.0),4,No,10.0,60.17,Moderate,moderate anomaly evidence + high CVSS
EVT00169,2026-01-01 14:05:00,Credential Dumping,Low,Normal,0.0865329687299726,Credential Theft,High,3,Credential theft indicator,0,No,6.1,35.53,Low,limited supporting security evidence
EVT00170,2026-01-01 14:10:00,Web Shell Detected,Medium,Normal,0.0556411153996686,Web Shell,Medium,2,Critical CVSS score (9.1),6,No,9.1,60.61,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT00171,2026-01-01 14:15:00,DDoS Attempt,High,Normal,0.0381594724289502,DDoS,High,3,DDoS indicator,6,No,1.6,48.07,Moderate,moderate anomaly evidence + high failed-login activity
EVT00172,2026-01-01 14:20:00,Failed Login,Critical,Normal,0.1065018805270043,Brute Force,High,3,Authentication attack indicator,0,No,3.3,24.59,Low,limited supporting security evidence
EVT00173,2026-01-01 14:25:00,Suspicious Process Execution,Critical,Normal,0.012536643242044,Suspicious Process,High,3,No major suspicious indicators,8,No,0.8,56.05,Moderate,moderate anomaly evidence + high failed-login activity
EVT00174,2026-01-01 14:30:00,Malware Detection,High,Normal,0.104473444532984,Malware,Medium,2,Malware event detected,4,No,0.9,27.15,Low,limited supporting security evidence
EVT00175,2026-01-01 14:35:00,Brute Force,High,Normal,0.0092197063331663,Brute Force,High,3,Authentication attack indicator + Malware indicator present,0,Yes,5.9,57.05,Moderate,moderate anomaly evidence + malware detected
EVT00176,2026-01-01 14:40:00,Web Shell Detected,Low,Normal,0.0692478382046553,Web Shell,Medium,2,No major suspicious indicators,0,No,7.1,41.84,Moderate,moderate anomaly evidence + high CVSS
EVT00177,2026-01-01 14:45:00,Suspicious Process Execution,Critical,Normal,0.1128274874589175,Suspicious Process,High,3,No major suspicious indicators,0,No,6.7,30.66,Low,limited supporting security evidence
EVT00178,2026-01-01 14:50:00,Failed Login,Low,Normal,0.0895827971703994,Brute Force,High,3,High failed login activity (6 attempts),6,No,4.9,43.26,Moderate,high failed-login activity
EVT00179,2026-01-01 14:55:00,Configuration Change,High,Normal,0.0113689308261479,Configuration Change,High,3,Malware indicator present,0,Yes,6.4,57.66,Moderate,moderate anomaly evidence + malware detected
EVT00180,2026-01-01 15:00:00,Phishing Email,Critical,Normal,0.0331492054223351,Phishing,Medium,2,Phishing indicator,6,No,8.8,65.25,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT00181,2026-01-01 15:05:00,File Access,Medium,Normal,0.0680842557236606,File Activity,Low,1,No major suspicious indicators,4,No,1.8,37.74,Low,moderate anomaly evidence
EVT00182,2026-01-01 15:10:00,Account Lockout,Low,Normal,0.080818116033733,Suspicious Activity,Low,1,No major suspicious indicators,0,No,8.3,41.77,Moderate,high CVSS
EVT00183,2026-01-01 15:15:00,USB Device Connected,Low,Normal,0.1093254005541206,Suspicious Device Activity,Low,1,No major suspicious indicators,0,No,5.5,28.82,Low,limited supporting security evidence
EVT00184,2026-01-01 15:20:00,USB Device Connected,High,Normal,0.1105501873380482,Suspicious Device Activity,Medium,2,No major suspicious indicators,0,No,4.9,27.19,Low,limited supporting security evidence
EVT00185,2026-01-01 15:25:00,Web Shell Detected,High,Suspicious,-0.0034132871985208,Web Shell,High,3,ML anomaly detected + Malware indicator present,0,Yes,5.5,59.15,Moderate,strong anomaly evidence + malware detected
EVT00186,2026-01-01 15:30:00,DDoS Attempt,High,Normal,0.1461066514089918,DDoS,High,3,DDoS indicator,0,No,0.2,8.35,Low,limited supporting security evidence
EVT00187,2026-01-01 15:35:00,Credential Dumping,Medium,Normal,0.0907346856402883,Credential Theft,High,3,Credential theft indicator,5,No,5.4,42.24,Moderate,limited supporting security evidence
EVT00188,2026-01-01 15:40:00,VPN Connection,Critical,Normal,0.0638551048916851,VPN Activity,High,3,No major suspicious indicators,0,No,6.9,42.67,Moderate,moderate anomaly evidence
EVT00189,2026-01-01 15:45:00,Ransomware Detected,Critical,Normal,0.1011602467500212,Ransomware,Critical,4,Ransomware event detected,0,No,4.2,27.86,Low,limited supporting security evidence
EVT00190,2026-01-01 15:50:00,Login Success,Low,Normal,0.1314992872547776,Normal Activity,Normal,0,No major suspicious indicators,0,No,3.1,18.25,Low,limited supporting security evidence
EVT00191,2026-01-01 15:55:00,Ransomware Detected,Medium,Normal,0.0709235023894193,Ransomware,Critical,4,Ransomware event detected,5,No,7.1,50.7,Moderate,moderate anomaly evidence + high CVSS
EVT00192,2026-01-01 16:00:00,Ransomware Detected,Medium,Normal,0.1324478561741123,Ransomware,Critical,4,Ransomware event detected,0,No,6.3,25.13,Low,limited supporting security evidence
EVT00193,2026-01-01 16:05:00,Suspicious Process Execution,Medium,Normal,0.0789954273599351,Suspicious Process,Low,1,No major suspicious indicators,0,No,0.7,25.31,Low,moderate anomaly evidence
EVT00194,2026-01-01 16:10:00,SQL Injection Attempt,Low,Normal,0.0922008459985687,SQL Injection,High,3,SQL injection indicator,0,No,1.5,23.97,Low,limited supporting security evidence
EVT00195,2026-01-01 16:15:00,Credential Dumping,High,Normal,0.1160587175758651,Credential Theft,High,3,Credential theft indicator,0,No,8.4,33.67,Low,high CVSS
EVT00196,2026-01-01 16:20:00,Phishing Email,High,Normal,0.0971770357674109,Phishing,Medium,2,Phishing indicator,5,No,5.0,39.83,Low,limited supporting security evidence
EVT00197,2026-01-01 16:25:00,Port Scan,Medium,Normal,0.112352208094986,Port Scanning,Medium,2,No major suspicious indicators,1,No,7.9,35.29,Low,high CVSS
EVT00198,2026-01-01 16:30:00,Firewall Rule Change,Medium,Normal,0.0308386245425145,Security Configuration Change,High,3,Malware indicator present,3,Yes,6.3,58.39,Moderate,moderate anomaly evidence + malware detected
EVT00199,2026-01-01 16:35:00,Web Shell Detected,Low,Suspicious,-0.0088766124471858,Web Shell,High,3,ML anomaly detected + Malware indicator present,0,Yes,7.8,65.55,Moderate,strong anomaly evidence + high CVSS + malware detected
EVT00200,2026-01-01 16:40:00,VPN Connection,Critical,Normal,0.0063704560037176,VPN Activity,Critical,4,Malware indicator present,0,Yes,7.5,61.28,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT00201,2026-01-01 16:45:00,Web Shell Detected,High,Normal,0.0415196008078982,Web Shell,Medium,2,No major suspicious indicators,8,No,6.2,61.2,Moderate,moderate anomaly evidence + high failed-login activity
EVT00202,2026-01-01 16:50:00,Brute Force,Critical,Suspicious,-0.0154273518175059,Brute Force,Critical,4,ML anomaly detected + Authentication attack indicator + Malware indicator present,0,Yes,2.5,55.32,Moderate,strong anomaly evidence + malware detected
EVT00203,2026-01-01 16:55:00,Configuration Change,Medium,Normal,0.0991954149401135,Configuration Change,Low,1,Critical CVSS score (9.2),0,No,9.2,39.43,Low,high CVSS
EVT00204,2026-01-01 17:00:00,Session Hijacking Attempt,Low,Suspicious,-0.0685631778540901,Session Hijacking,High,3,ML anomaly detected + Malware indicator present,8,Yes,1.2,79.79,High,strong anomaly evidence + high failed-login activity + malware detected
EVT00205,2026-01-01 17:05:00,USB Device Connected,Low,Normal,0.0570632731638662,Suspicious Device Activity,Low,1,Critical CVSS score (9.7),0,No,9.7,50.49,Moderate,moderate anomaly evidence + high CVSS
EVT00206,2026-01-01 17:10:00,Login Success,Medium,Normal,0.1191203277685188,Normal Activity,Normal,0,No major suspicious indicators,0,No,6.0,27.61,Low,limited supporting security evidence
EVT00207,2026-01-01 17:15:00,Brute Force,Medium,Normal,0.1261973564967717,Brute Force,Low,1,Authentication attack indicator,0,No,4.7,23.05,Low,limited supporting security evidence
EVT00208,2026-01-01 17:20:00,Failed Login,High,Normal,0.0471486990649326,Brute Force,High,3,High failed login activity (8 attempts),8,No,5.7,58.76,Moderate,moderate anomaly evidence + high failed-login activity
EVT00209,2026-01-01 17:25:00,Failed Login,Critical,Normal,0.1227259246080879,Brute Force,High,3,Authentication attack indicator,0,No,3.3,20.76,Low,limited supporting security evidence
EVT00210,2026-01-01 17:30:00,Data Exfiltration Attempt,High,Normal,0.0569208721697571,Data Exfiltration,High,3,Malware indicator present,0,Yes,2.4,38.01,Low,moderate anomaly evidence + malware detected
EVT00211,2026-01-01 17:35:00,Ransomware Detected,Medium,Normal,0.1035101401740704,Ransomware,Critical,4,Ransomware event detected,0,No,1.2,20.63,Low,limited supporting security evidence
EVT00212,2026-01-01 17:40:00,Malware Detection,High,Normal,0.1085794217774279,Malware,Medium,2,Malware event detected,5,No,8.2,44.25,Moderate,high CVSS
EVT00213,2026-01-01 17:45:00,Suspicious Process Execution,Medium,Normal,0.1281298509861081,Suspicious Process,Low,1,No major suspicious indicators,0,No,1.9,16.38,Low,limited supporting security evidence
EVT00214,2026-01-01 17:50:00,Lateral Movement Detected,Critical,Normal,0.0981897543143606,Lateral Movement,Medium,2,No major suspicious indicators,0,No,6.6,33.89,Low,limited supporting security evidence
EVT00215,2026-01-01 17:55:00,Web Shell Detected,Medium,Normal,0.1132935686932035,Web Shell,Medium,2,No major suspicious indicators,0,No,2.2,20.55,Low,limited supporting security evidence
EVT00216,2026-01-01 18:00:00,Firewall Rule Change,High,Normal,0.0233224245087353,Security Configuration Change,High,3,Malware indicator present,0,Yes,4.9,51.5,Moderate,moderate anomaly evidence + malware detected
EVT00217,2026-01-01 18:05:00,DDoS Attempt,Critical,Normal,0.100588895825619,DDoS,High,3,DDoS indicator,0,No,5.6,31.1,Low,limited supporting security evidence
EVT00218,2026-01-01 18:10:00,Malware Detection,Medium,Normal,0.071355389311441,Malware,Low,1,Malware event detected,8,No,7.8,57.71,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT00219,2026-01-01 18:15:00,Failed Login,Medium,Normal,0.13480932113303,Brute Force,Low,1,Authentication attack indicator,0,No,4.6,20.8,Low,limited supporting security evidence
EVT00220,2026-01-01 18:20:00,Unauthorized Access,Low,Normal,0.0315684997848501,Unauthorized Access,Low,1,Critical CVSS score (9.0),5,No,9.0,64.22,Moderate,moderate anomaly evidence + high CVSS
EVT00221,2026-01-01 18:25:00,Lateral Movement Detected,High,Normal,0.1470391688631515,Lateral Movement,Medium,2,No major suspicious indicators,1,No,3.3,16.87,Low,limited supporting security evidence
EVT00222,2026-01-01 18:30:00,Account Lockout,Critical,Normal,0.0401163184563821,Suspicious Activity,High,3,No major suspicious indicators,5,No,0.6,43.53,Moderate,moderate anomaly evidence
EVT00223,2026-01-01 18:35:00,File Access,Low,Normal,0.0862450371144424,File Activity,Low,1,No major suspicious indicators,5,No,3.9,39.97,Low,limited supporting security evidence
EVT00224,2026-01-01 18:40:00,Brute Force,Medium,Normal,5.9961162464095e-06,Brute Force,High,3,High failed login activity (6 attempts),6,No,1.6,57.08,Moderate,strong anomaly evidence + high failed-login activity
EVT00225,2026-01-01 18:45:00,Privilege Escalation,Low,Normal,0.0988033024502451,Privilege Escalation,High,3,No major suspicious indicators,0,No,6.7,33.97,Low,limited supporting security evidence
EVT00226,2026-01-01 18:50:00,Suspicious Process Execution,High,Normal,0.1042334993089871,Suspicious Process,Medium,2,No major suspicious indicators,0,No,1.3,20.69,Low,limited supporting security evidence
EVT00227,2026-01-01 18:55:00,Data Exfiltration Attempt,Critical,Suspicious,-0.0259283942885337,Data Exfiltration,Critical,4,ML anomaly detected + Malware indicator present,3,Yes,3.4,65.35,Moderate,strong anomaly evidence + malware detected
EVT00228,2026-01-01 19:00:00,Credential Dumping,Medium,Normal,0.1207438156129055,Credential Theft,High,3,Credential theft indicator,2,No,5.5,29.82,Low,limited supporting security evidence
EVT00229,2026-01-01 19:05:00,DDoS Attempt,Critical,Normal,0.1174793585188712,DDoS,High,3,DDoS indicator,0,No,7.2,30.67,Low,high CVSS
EVT00230,2026-01-01 19:10:00,Firewall Rule Change,Critical,Normal,0.1198441135362329,Security Configuration Change,High,3,No major suspicious indicators,0,No,5.6,26.55,Low,limited supporting security evidence
EVT00231,2026-01-01 19:15:00,File Access,Medium,Normal,0.1639417512771502,File Activity,Low,1,No major suspicious indicators,0,No,7.0,19.25,Low,high CVSS
EVT00232,2026-01-01 19:20:00,Session Hijacking Attempt,Critical,Normal,0.0972702764238432,Session Hijacking,High,3,No major suspicious indicators,0,No,3.1,26.33,Low,limited supporting security evidence
EVT00233,2026-01-01 19:25:00,USB Device Connected,Medium,Normal,0.1521670960304647,Suspicious Device Activity,Low,1,No major suspicious indicators,0,No,4.5,16.48,Low,limited supporting security evidence
