event_id,timestamp,source_ip,destination_ip,event_type,severity,status
EVT00277,2026-01-01 23:05:00,105.226.109.207,10.0.2.18,Data Exfiltration Attempt,Low,Failed
EVT00278,2026-01-01 23:10:00,38.153.22.165,10.0.1.254,Ransomware Detected,Medium,Blocked
EVT00279,2026-01-01 23:15:00,108.225.125.138,10.0.1.195,Session Hijacking Attempt,High,Failed
EVT00280,2026-01-01 23:20:00,30.234.69.205,10.0.4.86,Brute Force,High,Blocked
EVT00281,2026-01-01 23:25:00,88.100.69.65,10.0.8.253,Data Exfiltration Attempt,Critical,Success
EVT00282,2026-01-01 23:30:00,96.121.68.124,10.0.9.244,Lateral Movement Detected,High,Detected
EVT00283,2026-01-01 23:35:00,213.34.234.67,10.0.1.163,Failed Login,Medium,Failed
EVT00284,2026-01-01 23:40:00,193.134.179.199,10.0.0.188,Web Shell Detected,Medium,Success
EVT00285,2026-01-01 23:45:00,48.190.187.4,10.0.0.211,SQL Injection Attempt,Low,Failed
EVT00286,2026-01-01 23:50:00,16.49.15.67,10.0.8.5,Port Scan,High,Blocked
EVT00287,2026-01-01 23:55:00,94.187.115.208,10.0.0.163,Malware Detection,Medium,Success
EVT00288,2026-01-02 00:00:00,206.242.145.12,10.0.0.32,Login Success,Critical,Success
EVT00289,2026-01-02 00:05:00,192.252.134.24,10.0.7.143,File Access,High,Failed
EVT00290,2026-01-02 00:10:00,24.214.10.36,10.0.0.123,Privilege Escalation,Low,Success
EVT00291,2026-01-02 00:15:00,96.139.26.205,10.0.0.229,USB Device Connected,Medium,Failed
EVT00292,2026-01-02 00:20:00,212.95.7.113,10.0.1.113,Failed Login,High,Blocked
EVT00293,2026-01-02 00:25:00,3.60.20.210,10.0.9.236,Suspicious Process Execution,Low,Failed
EVT00294,2026-01-02 00:30:00,90.230.175.183,10.0.3.42,Data Exfiltration Attempt,High,Success
EVT00295,2026-01-02 00:35:00,3.133.229.252,10.0.7.88,Brute Force,Medium,Detected
EVT00296,2026-01-02 00:40:00,217.83.222.198,10.0.8.35,Configuration Change,Critical,Blocked
EVT00297,2026-01-02 00:45:00,155.208.199.27,10.0.2.107,DDoS Attempt,Critical,Detected
EVT00298,2026-01-02 00:50:00,149.93.207.152,10.0.9.234,Failed Login,Low,Blocked
EVT00299,2026-01-02 00:55:00,142.252.236.86,10.0.0.151,Lateral Movement Detected,Medium,Success
EVT00300,2026-01-02 01:00:00,129.223.94.59,10.0.1.249,SQL Injection Attempt,Medium,Success
EVT00301,2026-01-02 01:05:00,145.140.130.1,10.0.0.173,Session Hijacking Attempt,Medium,Detected
EVT00302,2026-01-02 01:10:00,115.139.54.25,10.0.4.222,Login Success,Critical,Blocked
EVT00303,2026-01-02 01:15:00,108.37.8.122,10.0.7.112,DNS Tunneling Detected,Medium,Success
EVT00304,2026-01-02 01:20:00,154.130.236.60,10.0.0.120,USB Device Connected,Critical,Success
EVT00305,2026-01-02 01:25:00,122.117.90.198,10.0.9.80,SQL Injection Attempt,High,Detected
EVT00306,2026-01-02 01:30:00,50.206.30.80,10.0.8.243,Session Hijacking Attempt,Medium,Success
EVT00307,2026-01-02 01:35:00,160.134.152.246,10.0.2.37,Brute Force,Critical,Failed
EVT00308,2026-01-02 01:40:00,8.29.177.195,10.0.8.14,Configuration Change,Medium,Blocked
EVT00309,2026-01-02 01:45:00,167.117.126.53,10.0.3.98,Credential Dumping,Low,Failed
EVT00310,2026-01-02 01:50:00,141.156.17.245,10.0.7.140,SQL Injection Attempt,Medium,Blocked
EVT00311,2026-01-02 01:55:00,199.128.217.236,10.0.2.127,Account Lockout,Low,Detected
EVT00312,2026-01-02 02:00:00,107.63.202.186,10.0.2.193,SQL Injection Attempt,Medium,Success
EVT00313,2026-01-02 02:05:00,221.113.92.70,10.0.5.188,DDoS Attempt,High,Blocked
EVT00314,2026-01-02 02:10:00,203.174.123.72,10.0.2.236,Account Lockout,High,Success
EVT00315,2026-01-02 02:15:00,39.210.230.22,10.0.1.214,USB Device Connected,Medium,Success
EVT00316,2026-01-02 02:20:00,176.70.62.118,10.0.1.10,Lateral Movement Detected,Low,Blocked
EVT00317,2026-01-02 02:25:00,200.87.12.155,10.0.6.171,Brute Force,High,Success
EVT00318,2026-01-02 02:30:00,75.128.75.175,10.0.1.78,Suspicious Process Execution,High,Success
EVT00319,2026-01-02 02:35:00,169.70.6.130,10.0.7.31,Configuration Change,Critical,Failed
EVT00320,2026-01-02 02:40:00,115.151.84.27,10.0.2.195,Session Hijacking Attempt,Medium,Success
EVT00321,2026-01-02 02:45:00,150.67.248.192,10.0.4.41,File Access,Medium,Success
EVT00322,2026-01-02 02:50:00,217.235.15.227,10.0.9.32,File Access,Medium,Success
EVT00323,2026-01-02 02:55:00,222.111.179.70,10.0.9.206,Account Lockout,Medium,Failed
EVT00324,2026-01-02 03:00:00,146.70.232.85,10.0.0.54,Login Success,High,Success
EVT00325,2026-01-02 03:05:00,145.155.81.152,10.0.7.16,File Access,High,Detected
EVT00326,2026-01-02 03:10:00,213.114.184.182,10.0.2.125,Account Lockout,Medium,Detected
EVT00327,2026-01-02 03:15:00,207.68.216.213,10.0.3.153,File Access,Low,Blocked
EVT00328,2026-01-02 03:20:00,118.234.106.50,10.0.0.54,SQL Injection Attempt,High,Success
EVT00329,2026-01-02 03:25:00,149.208.200.146,10.0.7.17,Privilege Escalation,Critical,Success
EVT00330,2026-01-02 03:30:00,223.71.197.115,10.0.9.96,Failed Login,Medium,Success
EVT00331,2026-01-02 03:35:00,73.91.18.89,10.0.0.14,Privilege Escalation,Medium,Failed
EVT00332,2026-01-02 03:40:00,126.170.78.164,10.0.3.167,Firewall Rule Change,Medium,Blocked
EVT00333,2026-01-02 03:45:00,69.171.252.247,10.0.9.78,Privilege Escalation,Low,Success
EVT00334,2026-01-02 03:50:00,146.223.158.14,10.0.2.153,SQL Injection Attempt,Low,Success
EVT00335,2026-01-02 03:55:00,151.129.142.9,10.0.1.220,Web Shell Detected,High,Detected
EVT00336,2026-01-02 04:00:00,58.43.87.210,10.0.9.181,DDoS Attempt,Medium,Failed
EVT00337,2026-01-02 04:05:00,144.241.234.150,10.0.6.185,Failed Login,Medium,Success
EVT00338,2026-01-02 04:10:00,168.103.50.1,10.0.0.138,Failed Login,Medium,Success
EVT00339,2026-01-02 04:15:00,168.86.112.140,10.0.0.141,File Access,High,Failed
EVT00340,2026-01-02 04:20:00,179.120.244.29,10.0.5.40,Credential Dumping,High,Success
EVT00341,2026-01-02 04:25:00,207.58.197.148,10.0.8.147,File Access,Medium,Failed
EVT00342,2026-01-02 04:30:00,222.104.140.13,10.0.3.163,Credential Dumping,Medium,Detected
EVT00343,2026-01-02 04:35:00,46.209.77.232,10.0.0.238,Phishing Email,Medium,Success
EVT00344,2026-01-02 04:40:00,171.138.120.57,10.0.6.95,Phishing Email,Low,Failed
EVT00345,2026-01-02 04:45:00,213.105.89.197,10.0.3.150,SQL Injection Attempt,High,Failed
EVT00346,2026-01-02 04:50:00,49.222.231.46,10.0.2.126,File Access,Critical,Failed
EVT00347,2026-01-02 04:55:00,15.232.191.135,10.0.6.14,Unauthorized Access,Medium,Success
EVT00348,2026-01-02 05:00:00,102.82.10.65,10.0.9.161,Brute Force,Medium,Success
EVT00349,2026-01-02 05:05:00,97.176.56.26,10.0.5.236,Web Shell Detected,Medium,Success
EVT00350,2026-01-02 05:10:00,54.112.124.134,10.0.5.163,Unauthorized Access,Medium,Failed
EVT00351,2026-01-02 05:15:00,201.26.228.178,10.0.2.186,File Access,Medium,Failed
EVT00352,2026-01-02 05:20:00,25.216.137.130,10.0.0.99,Firewall Rule Change,Medium,Success
EVT00353,2026-01-02 05:25:00,157.34.172.75,10.0.2.62,Configuration Change,Medium,Failed
EVT00354,2026-01-02 05:30:00,136.50.60.251,10.0.4.166,Phishing Email,Critical,Success
EVT00355,2026-01-02 05:35:00,105.159.144.248,10.0.7.199,Web Shell Detected,Critical,Detected
EVT00356,2026-01-02 05:40:00,141.203.101.75,10.0.9.169,Data Exfiltration Attempt,Critical,Failed
EVT00357,2026-01-02 05:45:00,115.206.70.172,10.0.0.202,Privilege Escalation,High,Blocked
EVT00358,2026-01-02 05:50:00,37.176.121.127,10.0.4.228,VPN Connection,Critical,Blocked
EVT00359,2026-01-02 05:55:00,158.248.64.215,10.0.7.154,SQL Injection Attempt,Low,Detected
EVT00360,2026-01-02 06:00:00,204.96.238.183,10.0.1.160,Port Scan,Low,Success
EVT00361,2026-01-02 06:05:00,153.11.26.117,10.0.0.125,SQL Injection Attempt,Low,Success
EVT00362,2026-01-02 06:10:00,194.99.89.55,10.0.7.51,Session Hijacking Attempt,Critical,Detected
EVT00363,2026-01-02 06:15:00,89.144.150.253,10.0.8.145,Privilege Escalation,Low,Success
EVT00364,2026-01-02 06:20:00,132.15.79.200,10.0.7.18,Privilege Escalation,Critical,Success
EVT00365,2026-01-02 06:25:00,177.6.117.171,10.0.3.137,Privilege Escalation,High,Success
EVT00366,2026-01-02 06:30:00,9.233.220.81,10.0.4.32,Malware Detection,Medium,Success
EVT00367,2026-01-02 06:35:00,146.46.39.57,10.0.0.160,Phishing Email,Critical,Failed
EVT00368,2026-01-02 06:40:00,182.138.79.34,10.0.5.15,DNS Tunneling Detected,Medium,Success
EVT00369,2026-01-02 06:45:00,171.172.42.52,10.0.7.147,Lateral Movement Detected,Low,Success
EVT00370,2026-01-02 06:50:00,110.214.18.153,10.0.0.96,Malware Detection,Medium,Blocked
EVT00371,2026-01-02 06:55:00,210.191.120.56,10.0.0.227,Ransomware Detected,High,Failed
EVT00372,2026-01-02 07:00:00,205.227.36.141,10.0.2.94,Privilege Escalation,Medium,Failed
EVT00373,2026-01-02 07:05:00,201.36.101.31,10.0.1.47,Firewall Rule Change,Medium,Detected
EVT00374,2026-01-02 07:10:00,202.80.235.175,10.0.5.227,Web Shell Detected,Low,Success
EVT00375,2026-01-02 07:15:00,222.85.174.32,10.0.2.182,Configuration Change,Medium,Failed
EVT00376,2026-01-02 07:20:00,153.56.199.120,10.0.7.234,Suspicious Process Execution,Medium,Failed
EVT00377,2026-01-02 07:25:00,138.127.65.64,10.0.7.2,Web Shell Detected,Low,Detected
EVT00378,2026-01-02 07:30:00,189.255.38.93,10.0.6.226,Unauthorized Access,Low,Failed
EVT00379,2026-01-02 07:35:00,209.169.186.166,10.0.2.197,Data Exfiltration Attempt,Low,Blocked
EVT00380,2026-01-02 07:40:00,175.54.171.52,10.0.3.75,Unauthorized Access,Low,Blocked
EVT00381,2026-01-02 07:45:00,139.95.72.150,10.0.2.90,Phishing Email,High,Success
EVT00382,2026-01-02 07:50:00,26.50.138.179,10.0.7.82,Account Lockout,Medium,Success
EVT00383,2026-01-02 07:55:00,205.228.106.0,10.0.4.150,Malware Detection,Critical,Success
EVT00384,2026-01-02 08:00:00,213.47.57.167,10.0.1.92,Privilege Escalation,Low,Failed
EVT00385,2026-01-02 08:05:00,56.176.31.74,10.0.5.141,Suspicious Process Execution,High,Success
EVT00386,2026-01-02 08:10:00,8.60.226.0,10.0.1.111,Suspicious Process Execution,Critical,Failed
EVT00387,2026-01-02 08:15:00,221.135.31.66,10.0.9.219,Malware Detection,Medium,Blocked
EVT00388,2026-01-02 08:20:00,207.8.164.83,10.0.6.120,VPN Connection,Low,Success
EVT00389,2026-01-02 08:25:00,197.93.142.108,10.0.4.14,Brute Force,High,Failed
EVT00390,2026-01-02 08:30:00,173.139.93.9,10.0.3.186,Web Shell Detected,Low,Success
EVT00391,2026-01-02 08:35:00,1.57.89.198,10.0.2.231,Configuration Change,Medium,Success
EVT00392,2026-01-02 08:40:00,185.62.228.93,10.0.8.80,Brute Force,Low,Success
EVT00393,2026-01-02 08:45:00,195.98.107.204,10.0.9.178,SQL Injection Attempt,High,Failed
EVT00394,2026-01-02 08:50:00,129.242.213.147,10.0.0.249,Suspicious Process Execution,High,Failed
EVT00395,2026-01-02 08:55:00,61.16.19.189,10.0.5.123,Suspicious Process Execution,Low,Failed
EVT00396,2026-01-02 09:00:00,72.65.167.40,10.0.4.15,Configuration Change,Medium,Failed
EVT00397,2026-01-02 09:05:00,200.65.93.238,10.0.6.235,Firewall Rule Change,High,Success
EVT00398,2026-01-02 09:10:00,177.23.160.176,10.0.8.66,Port Scan,Critical,Failed
EVT00399,2026-01-02 09:15:00,147.30.128.158,10.0.9.134,Firewall Rule Change,High,Failed
EVT00400,2026-01-02 09:20:00,88.245.99.253,10.0.6.45,SQL Injection Attempt,Medium,Success
EVT00401,2026-01-02 09:25:00,195.205.147.92,10.0.4.248,Malware Detection,High,Failed
EVT00402,2026-01-02 09:30:00,176.238.225.41,10.0.5.30,Account Lockout,High,Failed
EVT00403,2026-01-02 09:35:00,48.228.133.238,10.0.7.47,Credential Dumping,Critical,Success
EVT00404,2026-01-02 09:40:00,209.42.88.227,10.0.0.193,SQL Injection Attempt,High,Detected
EVT00405,2026-01-02 09:45:00,66.16.208.61,10.0.0.210,Configuration Change,Critical,Detected
EVT00406,2026-01-02 09:50:00,163.136.120.93,10.0.5.138,Port Scan,Medium,Success
EVT00407,2026-01-02 09:55:00,210.96.125.15,10.0.8.164,Configuration Change,Low,Detected
EVT00408,2026-01-02 10:00:00,139.179.196.43,10.0.6.68,Brute Force,Critical,Success
EVT00409,2026-01-02 10:05:00,32.250.25.237,10.0.9.241,Web Shell Detected,High,Failed
EVT00410,2026-01-02 10:10:00,61.33.169.28,10.0.7.228,DDoS Attempt,Medium,Failed
EVT00411,2026-01-02 10:15:00,173.164.196.80,10.0.4.105,Web Shell Detected,Medium,Success
EVT00412,2026-01-02 10:20:00,214.210.211.131,10.0.9.117,VPN Connection,High,Failed
EVT00413,2026-01-02 10:25:00,217.125.191.30,10.0.8.238,Account Lockout,Medium,Success
EVT00414,2026-01-02 10:30:00,65.235.224.153,10.0.0.222,DDoS Attempt,High,Success
EVT00415,2026-01-02 10:35:00,23.88.255.215,10.0.2.201,Privilege Escalation,Low,Detected
EVT00416,2026-01-02 10:40:00,8.115.235.89,10.0.8.192,DDoS Attempt,Low,Success
EVT00417,2026-01-02 10:45:00,133.216.94.173,10.0.9.33,DNS Tunneling Detected,High,Blocked
EVT00418,2026-01-02 10:50:00,52.3.138.31,10.0.2.138,Configuration Change,Critical,Blocked
EVT00419,2026-01-02 10:55:00,193.192.33.51,10.0.4.215,Suspicious Process Execution,Medium,Blocked
EVT00420,2026-01-02 11:00:00,36.85.124.18,10.0.6.176,VPN Connection,Low,Failed
EVT00421,2026-01-02 11:05:00,147.93.10.65,10.0.2.56,SQL Injection Attempt,Critical,Blocked
EVT00422,2026-01-02 11:10:00,214.143.200.214,10.0.7.94,USB Device Connected,Medium,Blocked
EVT00423,2026-01-02 11:15:00,19.145.151.44,10.0.6.38,Phishing Email,High,Success
EVT00424,2026-01-02 11:20:00,209.0.1.10,10.0.6.22,SQL Injection Attempt,High,Detected
EVT00425,2026-01-02 11:25:00,196.128.65.226,10.0.9.190,DNS Tunneling Detected,Medium,Failed
EVT00426,2026-01-02 11:30:00,64.25.22.81,10.0.1.221,Account Lockout,Medium,Failed
EVT00427,2026-01-02 11:35:00,147.33.103.155,10.0.4.147,Firewall Rule Change,Medium,Failed
EVT00428,2026-01-02 11:40:00,99.121.240.71,10.0.9.35,File Access,Medium,Detected
EVT00429,2026-01-02 11:45:00,223.140.138.114,10.0.1.78,Account Lockout,Medium,Blocked
EVT00430,2026-01-02 11:50:00,183.40.98.237,10.0.5.62,Privilege Escalation,High,Blocked
EVT00431,2026-01-02 11:55:00,204.142.186.55,10.0.5.102,Ransomware Detected,Critical,Success
EVT00432,2026-01-02 12:00:00,56.76.149.200,10.0.0.203,Unauthorized Access,Critical,Success
EVT00433,2026-01-02 12:05:00,38.205.62.77,10.0.7.111,VPN Connection,High,Success
EVT00434,2026-01-02 12:10:00,128.159.249.233,10.0.8.141,DNS Tunneling Detected,High,Success
EVT00435,2026-01-02 12:15:00,32.86.225.145,10.0.2.246,Malware Detection,Critical,Success
EVT00436,2026-01-02 12:20:00,200.43.154.239,10.0.3.14,Web Shell Detected,Medium,Failed
EVT00437,2026-01-02 12:25:00,32.121.255.173,10.0.4.171,Port Scan,High,Failed
EVT00438,2026-01-02 12:30:00,68.11.251.175,10.0.6.5,Credential Dumping,Medium,Failed
EVT00439,2026-01-02 12:35:00,76.103.41.82,10.0.3.115,Privilege Escalation,Medium,Blocked
EVT00440,2026-01-02 12:40:00,135.189.105.254,10.0.1.126,DDoS Attempt,High,Blocked
EVT00441,2026-01-02 12:45:00,220.205.81.170,10.0.1.172,Malware Detection,Medium,Success
EVT00442,2026-01-02 12:50:00,186.178.210.123,10.0.0.34,File Access,High,Failed
EVT00443,2026-01-02 12:55:00,189.199.236.238,10.0.7.20,Privilege Escalation,High,Failed
EVT00444,2026-01-02 13:00:00,200.8.204.14,10.0.6.105,Failed Login,Low,Failed
EVT00445,2026-01-02 13:05:00,191.144.58.118,10.0.0.143,Privilege Escalation,High,Blocked
EVT00446,2026-01-02 13:10:00,9.167.209.21,10.0.0.220,Credential Dumping,High,Detected
EVT00447,2026-01-02 13:15:00,196.101.93.162,10.0.2.183,DDoS Attempt,Low,Success
EVT00448,2026-01-02 13:20:00,22.204.33.92,10.0.7.58,Lateral Movement Detected,Medium,Success
EVT00449,2026-01-02 13:25:00,206.15.21.135,10.0.7.228,Data Exfiltration Attempt,Medium,Success
EVT00450,2026-01-02 13:30:00,211.121.57.136,10.0.7.27,Lateral Movement Detected,Medium,Success
EVT00451,2026-01-02 13:35:00,64.129.29.74,10.0.5.3,Lateral Movement Detected,High,Success
EVT00452,2026-01-02 13:40:00,178.103.212.200,10.0.1.215,Account Lockout,Medium,Failed
EVT00453,2026-01-02 13:45:00,1.76.96.153,10.0.4.8,Malware Detection,Critical,Success
EVT00454,2026-01-02 13:50:00,83.188.125.169,10.0.7.59,SQL Injection Attempt,Low,Success
EVT00455,2026-01-02 13:55:00,163.103.53.173,10.0.0.144,Unauthorized Access,Low,Success
EVT00456,2026-01-02 14:00:00,213.229.38.8,10.0.0.200,Brute Force,Medium,Success
EVT00457,2026-01-02 14:05:00,187.249.80.40,10.0.6.236,File Access,Critical,Blocked
EVT00458,2026-01-02 14:10:00,220.187.235.60,10.0.3.85,Failed Login,High,Success
EVT00459,2026-01-02 14:15:00,163.51.216.113,10.0.1.228,Ransomware Detected,High,Success
EVT00460,2026-01-02 14:20:00,47.122.47.97,10.0.0.169,VPN Connection,High,Success
EVT00461,2026-01-02 14:25:00,88.150.96.216,10.0.7.111,Lateral Movement Detected,High,Failed
EVT00462,2026-01-02 14:30:00,197.111.38.81,10.0.7.88,Brute Force,Critical,Success
EVT00463,2026-01-02 14:35:00,210.234.71.34,10.0.7.215,Brute Force,Medium,Detected
EVT00464,2026-01-02 14:40:00,63.100.248.247,10.0.9.181,Firewall Rule Change,High,Detected
EVT00465,2026-01-02 14:45:00,108.101.191.189,10.0.6.16,Privilege Escalation,Medium,Detected
EVT00466,2026-01-02 14:50:00,205.94.119.142,10.0.6.114,Suspicious Process Execution,High,Success
EVT00467,2026-01-02 14:55:00,204.197.60.35,10.0.9.234,Phishing Email,Low,Detected
EVT00468,2026-01-02 15:00:00,169.202.152.126,10.0.2.226,USB Device Connected,High,Blocked
EVT00469,2026-01-02 15:05:00,168.49.33.5,10.0.8.209,Account Lockout,Critical,Success
EVT00470,2026-01-02 15:10:00,175.198.229.233,10.0.6.170,Login Success,Medium,Failed
EVT00471,2026-01-02 15:15:00,143.5.88.121,10.0.8.148,Phishing Email,Low,Success
EVT00472,2026-01-02 15:20:00,25.140.249.70,10.0.0.10,Account Lockout,Critical,Success
EVT00473,2026-01-02 15:25:00,179.126.35.60,10.0.6.177,Login Success,High,Failed
EVT00474,2026-01-02 15:30:00,156.139.187.171,10.0.2.110,Ransomware Detected,Medium,Success
EVT00475,2026-01-02 15:35:00,18.140.211.88,10.0.4.198,Account Lockout,Medium,Failed
EVT00476,2026-01-02 15:40:00,196.250.236.98,10.0.6.135,Failed Login,Medium,Success
EVT00477,2026-01-02 15:45:00,208.104.118.125,10.0.0.65,File Access,Medium,Failed
EVT00478,2026-01-02 15:50:00,174.24.133.234,10.0.9.242,SQL Injection Attempt,High,Failed
EVT00479,2026-01-02 15:55:00,203.170.36.149,10.0.9.171,Phishing Email,Low,Failed
EVT00480,2026-01-02 16:00:00,136.57.244.205,10.0.0.218,Failed Login,Medium,Failed
EVT00481,2026-01-02 16:05:00,38.62.31.15,10.0.1.92,Brute Force,High,Detected
EVT00482,2026-01-02 16:10:00,207.221.4.254,10.0.1.69,Firewall Rule Change,Critical,Failed
EVT00483,2026-01-02 16:15:00,149.77.142.94,10.0.9.133,Phishing Email,Medium,Failed
EVT00484,2026-01-02 16:20:00,85.182.17.59,10.0.9.21,Brute Force,High,Blocked
EVT00485,2026-01-02 16:25:00,23.165.254.191,10.0.7.140,Session Hijacking Attempt,Low,Blocked
EVT00486,2026-01-02 16:30:00,176.44.19.254,10.0.7.208,Credential Dumping,Medium,Detected
EVT00487,2026-01-02 16:35:00,136.130.180.21,10.0.6.75,Credential Dumping,High,Detected
EVT00488,2026-01-02 16:40:00,145.117.18.151,10.0.4.130,Malware Detection,Medium,Failed
EVT00489,2026-01-02 16:45:00,159.94.106.30,10.0.9.63,Account Lockout,Medium,Failed
EVT00490,2026-01-02 16:50:00,223.144.40.160,10.0.0.55,File Access,Medium,Failed
EVT00491,2026-01-02 16:55:00,21.96.138.53,10.0.6.128,Port Scan,Medium,Success
EVT00492,2026-01-02 17:00:00,18.25.133.64,10.0.2.170,Account Lockout,Medium,Failed
EVT00493,2026-01-02 17:05:00,70.87.195.138,10.0.2.114,Port Scan,High,Detected
EVT00494,2026-01-02 17:10:00,144.219.98.116,10.0.3.72,Firewall Rule Change,Medium,Success
EVT00495,2026-01-02 17:15:00,210.168.154.239,10.0.2.101,Data Exfiltration Attempt,Medium,Failed
EVT00496,2026-01-02 17:20:00,208.110.61.39,10.0.3.163,Lateral Movement Detected,Medium,Success
EVT00497,2026-01-02 17:25:00,136.234.206.74,10.0.2.28,Lateral Movement Detected,Medium,Detected
EVT00498,2026-01-02 17:30:00,222.205.92.174,10.0.9.141,Ransomware Detected,High,Failed
EVT00499,2026-01-02 17:35:00,136.233.221.160,10.0.8.34,VPN Connection,Medium,Blocked
EVT00500,2026-01-02 17:40:00,148.196.87.214,10.0.9.152,DDoS Attempt,Medium,Success
EVT00501,2026-01-02 17:45:00,122.223.230.77,10.0.2.254,Login Success,High,Success
EVT00502,2026-01-02 17:50:00,39.163.38.137,10.0.2.193,Unauthorized Access,High,Blocked
EVT00503,2026-01-02 17:55:00,220.229.206.125,10.0.3.161,DDoS Attempt,Medium,Success
EVT00504,2026-01-02 18:00:00,110.178.221.152,10.0.2.82,Account Lockout,Low,Blocked
EVT00505,2026-01-02 18:05:00,113.205.227.96,10.0.5.216,Session Hijacking Attempt,Medium,Detected
EVT00506,2026-01-02 18:10:00,97.177.39.180,10.0.4.62,DNS Tunneling Detected,High,Detected
EVT00507,2026-01-02 18:15:00,153.165.159.24,10.0.5.230,USB Device Connected,Low,Detected
EVT00508,2026-01-02 18:20:00,134.37.131.105,10.0.7.208,Login Success,High,Failed
EVT00509,2026-01-02 18:25:00,62.103.137.232,10.0.6.241,File Access,Medium,Blocked
EVT00510,2026-01-02 18:30:00,140.77.121.173,10.0.4.126,Ransomware Detected,Medium,Blocked
EVT00511,2026-01-02 18:35:00,210.24.117.157,10.0.7.160,DNS Tunneling Detected,High,Failed
EVT00512,2026-01-02 18:40:00,147.112.107.6,10.0.2.218,Unauthorized Access,Critical,Success
EVT00513,2026-01-02 18:45:00,185.128.165.178,10.0.8.60,File Access,Low,Detected
EVT00514,2026-01-02 18:50:00,178.19.87.128,10.0.2.141,USB Device Connected,Low,Failed
EVT00515,2026-01-02 18:55:00,190.3.156.209,10.0.0.167,Port Scan,High,Success
EVT00516,2026-01-02 19:00:00,73.42.83.229,10.0.1.35,File Access,Critical,Blocked
EVT00517,2026-01-02 19:05:00,209.238.183.223,10.0.9.113,VPN Connection,Medium,Success
EVT00518,2026-01-02 19:10:00,182.41.171.72,10.0.6.143,Firewall Rule Change,High,Failed
EVT00519,2026-01-02 19:15:00,195.56.112.106,10.0.6.135,Lateral Movement Detected,High,Success
