rank,event_id,risk_score,risk_level,priority,status,reasons,input_ioc_status,input_asset_criticality_label,input_asset_criticality_verified
245,EVT04990,69.52,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
246,EVT09953,69.51,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
247,EVT02275,69.48,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
248,EVT09872,69.47,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
249,EVT09905,69.47,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
250,EVT03464,69.44,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
251,EVT04838,69.44,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
252,EVT06596,69.44,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
253,EVT05489,69.37,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
254,EVT08630,69.34,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
255,EVT00421,69.31,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
256,EVT01506,69.3,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
257,EVT06348,69.23,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
258,EVT06716,69.22,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
259,EVT08714,69.22,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
260,EVT01414,69.19,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
261,EVT09302,69.17,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
262,EVT07795,69.16,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
263,EVT00200,69.15,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
264,EVT05871,69.12,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
265,EVT08141,69.08,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
266,EVT05612,69.04,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
267,EVT04020,69.01,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
268,EVT03680,69.0,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
269,EVT06295,68.99,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
270,EVT09030,68.97,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Medium,True
271,EVT07344,68.93,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
272,EVT05931,68.9,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
273,EVT09560,68.8,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
274,EVT01836,68.78,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Low,True
275,EVT08305,68.75,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
276,EVT08664,68.74,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
277,EVT03642,68.7,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
278,EVT01544,68.66,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
279,EVT07148,68.63,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
280,EVT05081,68.6,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
281,EVT09725,68.59,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
282,EVT07479,68.57,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
283,EVT08420,68.53,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
284,EVT03167,68.52,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
285,EVT04156,68.5,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
286,EVT03177,68.49,High,Investigate Soon,Open,"['High ML confidence', 'High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
287,EVT06420,68.37,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
288,EVT08868,68.37,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
289,EVT00371,68.36,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
290,EVT01703,68.35,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
291,EVT04408,68.33,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
292,EVT04653,68.33,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
293,EVT04950,68.33,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
294,EVT08451,68.33,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,High,True
295,EVT05974,68.3,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
296,EVT05436,68.28,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
297,EVT09933,68.25,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
298,EVT03819,68.24,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
299,EVT02215,68.23,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
300,EVT01562,68.22,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
301,EVT06073,68.22,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
302,EVT01529,68.18,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
303,EVT02336,68.18,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
304,EVT07371,68.17,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
305,EVT04234,68.15,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
306,EVT00889,68.14,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
307,EVT05865,68.14,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
308,EVT09458,68.14,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
309,EVT06719,68.13,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
310,EVT02713,68.12,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
311,EVT01543,68.11,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
312,EVT06180,68.11,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
313,EVT08474,68.11,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
314,EVT01958,68.07,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
315,EVT08388,68.07,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
316,EVT09104,68.07,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
317,EVT05379,68.06,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
318,EVT05528,68.06,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
319,EVT04505,68.02,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
320,EVT04297,68.0,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
321,EVT04886,68.0,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
322,EVT06616,68.0,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
323,EVT07452,67.92,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
324,EVT03822,67.91,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
325,EVT00660,67.9,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
326,EVT05513,67.89,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
327,EVT08060,67.88,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
328,EVT04377,67.84,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
329,EVT00867,67.81,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
330,EVT07456,67.81,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
331,EVT08207,67.81,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
332,EVT01400,67.7,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
333,EVT04758,67.7,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
334,EVT00982,67.67,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,High,True
335,EVT03481,67.67,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
336,EVT09134,67.63,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
337,EVT02859,67.6,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
338,EVT01317,67.58,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
339,EVT01991,67.58,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
340,EVT05952,67.57,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
341,EVT04337,67.55,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
342,EVT06467,67.55,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
343,EVT03563,67.54,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
344,EVT04671,67.53,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
345,EVT04686,67.51,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
346,EVT05813,67.49,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
347,EVT01688,67.48,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
348,EVT09155,67.45,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
349,EVT09729,67.45,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
350,EVT09435,67.43,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
351,EVT05198,67.42,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
352,EVT07070,67.42,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
353,EVT00091,67.4,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
354,EVT06550,67.38,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
355,EVT01031,67.37,High,Investigate Soon,Open,"['High ML confidence', 'High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
356,EVT02108,67.37,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
357,EVT06909,67.34,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
358,EVT09085,67.33,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
359,EVT04272,67.32,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
360,EVT06109,67.32,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
361,EVT01503,67.27,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
362,EVT01834,67.27,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
363,EVT08161,67.27,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
364,EVT09459,67.25,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
365,EVT00168,67.24,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
366,EVT04127,67.23,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
367,EVT02454,67.19,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
368,EVT02973,67.19,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Medium,True
369,EVT06535,67.19,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
370,EVT06283,67.18,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
371,EVT06924,67.18,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
372,EVT04547,67.16,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
373,EVT08470,67.14,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
374,EVT05761,67.11,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
375,EVT07516,67.06,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
376,EVT05784,67.04,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
377,EVT02402,66.99,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
378,EVT00255,66.98,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
379,EVT02529,66.98,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
380,EVT09210,66.97,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
381,EVT06382,66.95,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
382,EVT07677,66.95,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
383,EVT09505,66.95,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
384,EVT00027,66.9,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
385,EVT05942,66.88,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
386,EVT02118,66.85,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
387,EVT09977,66.81,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
388,EVT04304,66.78,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,High,True
389,EVT06252,66.78,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
390,EVT06822,66.78,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
391,EVT07223,66.75,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
392,EVT07036,66.7,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
393,EVT09531,66.69,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
394,EVT00611,66.68,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
395,EVT06335,66.66,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
396,EVT03192,66.64,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
397,EVT06955,66.64,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
398,EVT04380,66.63,High,Investigate Soon,Open,"['High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
399,EVT05019,66.6,High,Investigate Soon,Open,"['High ML confidence', 'High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
400,EVT05098,66.59,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
401,EVT06866,66.54,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
402,EVT07389,66.54,High,Investigate Soon,Open,"['High ML confidence', 'High CVSS vulnerability', 'Multiple failed login attempts']",No IOC Match,Unknown,False
403,EVT02891,66.52,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
404,EVT09245,66.52,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
405,EVT03617,66.49,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
406,EVT05869,66.49,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
407,EVT04368,66.48,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
408,EVT00279,66.45,High,Investigate Soon,Open,['High CVSS vulnerability'],No IOC Match,Unknown,False
409,EVT03747,66.45,High,Investigate Soon,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
410,EVT06339,66.42,High,Investigate Soon,Open,[],No IOC Match,Medium,True
411,EVT05387,66.4,High,Investigate Soon,Open,[],No IOC Match,Unknown,False
