indicator,threat_type,confidence,mitre_id,technique_name,tactic
192.168.205.160,Phishing,64,T1566,Phishing,Initial Access
192.168.206.167,Malware,80,T1204,User Execution,Execution
192.168.207.174,Phishing,56,T1566,Phishing,Initial Access
192.168.208.181,Ransomware,59,T1595,Active Scanning,Reconnaissance
192.168.209.188,Ransomware,99,T1595,Active Scanning,Reconnaissance
192.168.210.195,Phishing,70,T1566,Phishing,Initial Access
192.168.211.202,Brute Force,98,T1110,Brute Force,Credential Access
192.168.212.209,Phishing,79,T1566,Phishing,Initial Access
192.168.213.216,Brute Force,74,T1110,Brute Force,Credential Access
192.168.214.223,Ransomware,62,T1595,Active Scanning,Reconnaissance
192.168.215.230,Brute Force,60,T1110,Brute Force,Credential Access
192.168.216.237,Malware,50,T1204,User Execution,Execution
192.168.217.244,Phishing,86,T1566,Phishing,Initial Access
192.168.218.251,Ransomware,83,T1595,Active Scanning,Reconnaissance
192.168.219.3,Malware,60,T1204,User Execution,Execution
192.168.220.10,Brute Force,61,T1110,Brute Force,Credential Access
192.168.221.17,Phishing,94,T1566,Phishing,Initial Access
192.168.222.24,Brute Force,88,T1110,Brute Force,Credential Access
192.168.223.31,Phishing,67,T1566,Phishing,Initial Access
192.168.224.38,Ransomware,89,T1595,Active Scanning,Reconnaissance
192.168.225.45,Brute Force,96,T1110,Brute Force,Credential Access
192.168.226.52,Ransomware,83,T1595,Active Scanning,Reconnaissance
192.168.227.59,Phishing,63,T1566,Phishing,Initial Access
192.168.228.66,Malware,59,T1204,User Execution,Execution
192.168.229.73,Phishing,58,T1566,Phishing,Initial Access
192.168.230.80,Credential Dumping,82,T1595,Active Scanning,Reconnaissance
192.168.231.87,Credential Dumping,72,T1595,Active Scanning,Reconnaissance
192.168.232.94,Ransomware,60,T1595,Active Scanning,Reconnaissance
192.168.233.101,Credential Dumping,94,T1595,Active Scanning,Reconnaissance
192.168.234.108,Phishing,73,T1566,Phishing,Initial Access
192.168.235.115,Credential Dumping,74,T1595,Active Scanning,Reconnaissance
192.168.236.122,Malware,83,T1204,User Execution,Execution
192.168.237.129,Phishing,66,T1566,Phishing,Initial Access
192.168.238.136,Brute Force,75,T1110,Brute Force,Credential Access
192.168.239.143,Phishing,95,T1566,Phishing,Initial Access
192.168.240.150,Credential Dumping,97,T1595,Active Scanning,Reconnaissance
192.168.241.157,Brute Force,89,T1110,Brute Force,Credential Access
192.168.242.164,Malware,57,T1204,User Execution,Execution
192.168.243.171,Phishing,62,T1566,Phishing,Initial Access
192.168.244.178,Phishing,87,T1566,Phishing,Initial Access
192.168.245.185,Credential Dumping,54,T1595,Active Scanning,Reconnaissance
192.168.246.192,Phishing,78,T1566,Phishing,Initial Access
192.168.247.199,Ransomware,90,T1595,Active Scanning,Reconnaissance
192.168.248.206,Phishing,57,T1566,Phishing,Initial Access
192.168.249.213,Ransomware,57,T1595,Active Scanning,Reconnaissance
192.168.250.220,Malware,99,T1204,User Execution,Execution
192.168.251.227,Phishing,96,T1566,Phishing,Initial Access
192.168.252.234,Malware,74,T1204,User Execution,Execution
192.168.253.241,Malware,64,T1204,User Execution,Execution
192.168.254.248,Malware,94,T1204,User Execution,Execution
192.168.0.0,Phishing,99,T1566,Phishing,Initial Access
192.168.1.7,Brute Force,84,T1110,Brute Force,Credential Access
192.168.2.14,Phishing,71,T1566,Phishing,Initial Access
192.168.3.21,Brute Force,63,T1110,Brute Force,Credential Access
192.168.4.28,Ransomware,58,T1595,Active Scanning,Reconnaissance
192.168.5.35,Ransomware,70,T1595,Active Scanning,Reconnaissance
192.168.6.42,Brute Force,80,T1110,Brute Force,Credential Access
192.168.7.49,Malware,60,T1204,User Execution,Execution
192.168.8.56,Credential Dumping,96,T1595,Active Scanning,Reconnaissance
192.168.9.63,Phishing,80,T1566,Phishing,Initial Access
192.168.10.70,Malware,77,T1204,User Execution,Execution
192.168.11.77,Ransomware,82,T1595,Active Scanning,Reconnaissance
192.168.12.84,Ransomware,92,T1595,Active Scanning,Reconnaissance
192.168.13.91,Brute Force,72,T1110,Brute Force,Credential Access
192.168.14.98,Brute Force,61,T1110,Brute Force,Credential Access
192.168.15.105,Malware,55,T1204,User Execution,Execution
192.168.16.112,Brute Force,72,T1110,Brute Force,Credential Access
192.168.17.119,Malware,79,T1204,User Execution,Execution
192.168.18.126,Credential Dumping,98,T1595,Active Scanning,Reconnaissance
192.168.19.133,Phishing,84,T1566,Phishing,Initial Access
192.168.20.140,Malware,73,T1204,User Execution,Execution
192.168.21.147,Ransomware,91,T1595,Active Scanning,Reconnaissance
192.168.22.154,Brute Force,77,T1110,Brute Force,Credential Access
192.168.23.161,Credential Dumping,69,T1595,Active Scanning,Reconnaissance
192.168.24.168,Brute Force,61,T1110,Brute Force,Credential Access
192.168.25.175,Credential Dumping,93,T1595,Active Scanning,Reconnaissance
192.168.26.182,Brute Force,58,T1110,Brute Force,Credential Access
192.168.27.189,Brute Force,77,T1110,Brute Force,Credential Access
192.168.28.196,Brute Force,99,T1110,Brute Force,Credential Access
192.168.29.203,Brute Force,84,T1110,Brute Force,Credential Access
192.168.30.210,Malware,95,T1204,User Execution,Execution
192.168.31.217,Credential Dumping,68,T1595,Active Scanning,Reconnaissance
192.168.32.224,Credential Dumping,88,T1595,Active Scanning,Reconnaissance
192.168.33.231,Phishing,84,T1566,Phishing,Initial Access
192.168.34.238,Credential Dumping,70,T1595,Active Scanning,Reconnaissance
192.168.35.245,Phishing,65,T1566,Phishing,Initial Access
192.168.36.252,Malware,77,T1204,User Execution,Execution
192.168.37.4,Ransomware,52,T1595,Active Scanning,Reconnaissance
192.168.38.11,Malware,82,T1204,User Execution,Execution
192.168.39.18,Credential Dumping,61,T1595,Active Scanning,Reconnaissance
192.168.40.25,Credential Dumping,86,T1595,Active Scanning,Reconnaissance
192.168.41.32,Brute Force,63,T1110,Brute Force,Credential Access
192.168.42.39,Phishing,61,T1566,Phishing,Initial Access
192.168.43.46,Credential Dumping,100,T1595,Active Scanning,Reconnaissance
192.168.44.53,Phishing,56,T1566,Phishing,Initial Access
192.168.45.60,Malware,96,T1204,User Execution,Execution
192.168.46.67,Ransomware,84,T1595,Active Scanning,Reconnaissance
192.168.47.74,Phishing,72,T1566,Phishing,Initial Access
192.168.48.81,Malware,66,T1204,User Execution,Execution
192.168.49.88,Credential Dumping,63,T1595,Active Scanning,Reconnaissance
192.168.50.95,Phishing,78,T1566,Phishing,Initial Access
192.168.51.102,Ransomware,86,T1595,Active Scanning,Reconnaissance
192.168.52.109,Phishing,74,T1566,Phishing,Initial Access
192.168.53.116,Brute Force,63,T1110,Brute Force,Credential Access
192.168.54.123,Malware,72,T1204,User Execution,Execution
192.168.55.130,Phishing,92,T1566,Phishing,Initial Access
192.168.56.137,Ransomware,75,T1595,Active Scanning,Reconnaissance
192.168.57.144,Credential Dumping,75,T1595,Active Scanning,Reconnaissance
192.168.58.151,Credential Dumping,74,T1595,Active Scanning,Reconnaissance
192.168.59.158,Credential Dumping,89,T1595,Active Scanning,Reconnaissance
192.168.60.165,Ransomware,70,T1595,Active Scanning,Reconnaissance
192.168.61.172,Brute Force,97,T1110,Brute Force,Credential Access
192.168.62.179,Ransomware,79,T1595,Active Scanning,Reconnaissance
192.168.63.186,Malware,70,T1204,User Execution,Execution
192.168.64.193,Malware,65,T1204,User Execution,Execution
192.168.65.200,Malware,88,T1204,User Execution,Execution
192.168.66.207,Malware,50,T1204,User Execution,Execution
192.168.67.214,Ransomware,54,T1595,Active Scanning,Reconnaissance
192.168.68.221,Ransomware,80,T1595,Active Scanning,Reconnaissance
192.168.69.228,Brute Force,95,T1110,Brute Force,Credential Access
192.168.70.235,Credential Dumping,59,T1595,Active Scanning,Reconnaissance
192.168.71.242,Malware,92,T1204,User Execution,Execution
192.168.72.249,Credential Dumping,56,T1595,Active Scanning,Reconnaissance
192.168.73.1,Credential Dumping,98,T1595,Active Scanning,Reconnaissance
192.168.74.8,Phishing,86,T1566,Phishing,Initial Access
192.168.75.15,Malware,64,T1204,User Execution,Execution
192.168.76.22,Phishing,80,T1566,Phishing,Initial Access
192.168.77.29,Malware,88,T1204,User Execution,Execution
192.168.78.36,Malware,87,T1204,User Execution,Execution
192.168.79.43,Phishing,80,T1566,Phishing,Initial Access
192.168.80.50,Malware,74,T1204,User Execution,Execution
192.168.81.57,Malware,50,T1204,User Execution,Execution
192.168.82.64,Malware,64,T1204,User Execution,Execution
192.168.83.71,Malware,79,T1204,User Execution,Execution
192.168.84.78,Ransomware,73,T1595,Active Scanning,Reconnaissance
192.168.85.85,Phishing,85,T1566,Phishing,Initial Access
192.168.86.92,Brute Force,65,T1110,Brute Force,Credential Access
192.168.87.99,Malware,61,T1204,User Execution,Execution
192.168.88.106,Ransomware,97,T1595,Active Scanning,Reconnaissance
192.168.89.113,Malware,63,T1204,User Execution,Execution
192.168.90.120,Credential Dumping,70,T1595,Active Scanning,Reconnaissance
192.168.91.127,Brute Force,80,T1110,Brute Force,Credential Access
192.168.92.134,Ransomware,86,T1595,Active Scanning,Reconnaissance
192.168.93.141,Credential Dumping,50,T1595,Active Scanning,Reconnaissance
192.168.94.148,Credential Dumping,82,T1595,Active Scanning,Reconnaissance
192.168.95.155,Phishing,67,T1566,Phishing,Initial Access
192.168.96.162,Credential Dumping,81,T1595,Active Scanning,Reconnaissance
192.168.97.169,Credential Dumping,54,T1595,Active Scanning,Reconnaissance
192.168.98.176,Credential Dumping,62,T1595,Active Scanning,Reconnaissance
192.168.99.183,Phishing,99,T1566,Phishing,Initial Access
192.168.100.190,Ransomware,70,T1595,Active Scanning,Reconnaissance
192.168.101.197,Malware,70,T1204,User Execution,Execution
192.168.102.204,Phishing,80,T1566,Phishing,Initial Access
192.168.103.211,Phishing,78,T1566,Phishing,Initial Access
192.168.104.218,Credential Dumping,53,T1595,Active Scanning,Reconnaissance
192.168.105.225,Credential Dumping,95,T1595,Active Scanning,Reconnaissance
192.168.106.232,Phishing,70,T1566,Phishing,Initial Access
192.168.107.239,Ransomware,89,T1595,Active Scanning,Reconnaissance
192.168.108.246,Brute Force,60,T1110,Brute Force,Credential Access
192.168.109.253,Brute Force,65,T1110,Brute Force,Credential Access
192.168.110.5,Brute Force,90,T1110,Brute Force,Credential Access
192.168.111.12,Credential Dumping,80,T1595,Active Scanning,Reconnaissance
192.168.112.19,Phishing,59,T1566,Phishing,Initial Access
192.168.113.26,Ransomware,65,T1595,Active Scanning,Reconnaissance
192.168.114.33,Ransomware,58,T1595,Active Scanning,Reconnaissance
192.168.115.40,Phishing,61,T1566,Phishing,Initial Access
192.168.116.47,Phishing,93,T1566,Phishing,Initial Access
192.168.117.54,Malware,77,T1204,User Execution,Execution
192.168.118.61,Ransomware,51,T1595,Active Scanning,Reconnaissance
192.168.119.68,Ransomware,68,T1595,Active Scanning,Reconnaissance
192.168.120.75,Brute Force,84,T1110,Brute Force,Credential Access
192.168.121.82,Ransomware,98,T1595,Active Scanning,Reconnaissance
192.168.122.89,Phishing,97,T1566,Phishing,Initial Access
192.168.123.96,Malware,83,T1204,User Execution,Execution
192.168.124.103,Brute Force,50,T1110,Brute Force,Credential Access
192.168.125.110,Brute Force,77,T1110,Brute Force,Credential Access
192.168.126.117,Ransomware,91,T1595,Active Scanning,Reconnaissance
192.168.127.124,Ransomware,99,T1595,Active Scanning,Reconnaissance
192.168.128.131,Brute Force,99,T1110,Brute Force,Credential Access
192.168.129.138,Phishing,92,T1566,Phishing,Initial Access
192.168.130.145,Credential Dumping,63,T1595,Active Scanning,Reconnaissance
192.168.131.152,Brute Force,78,T1110,Brute Force,Credential Access
192.168.132.159,Credential Dumping,78,T1595,Active Scanning,Reconnaissance
192.168.133.166,Ransomware,61,T1595,Active Scanning,Reconnaissance
192.168.134.173,Malware,81,T1204,User Execution,Execution
192.168.135.180,Credential Dumping,55,T1595,Active Scanning,Reconnaissance
192.168.136.187,Ransomware,51,T1595,Active Scanning,Reconnaissance
192.168.137.194,Credential Dumping,73,T1595,Active Scanning,Reconnaissance
192.168.138.201,Phishing,91,T1566,Phishing,Initial Access
192.168.139.208,Brute Force,52,T1110,Brute Force,Credential Access
192.168.140.215,Ransomware,83,T1595,Active Scanning,Reconnaissance
192.168.141.222,Brute Force,97,T1110,Brute Force,Credential Access
192.168.142.229,Malware,61,T1204,User Execution,Execution
192.168.143.236,Phishing,51,T1566,Phishing,Initial Access
192.168.144.243,Phishing,51,T1566,Phishing,Initial Access
192.168.145.250,Brute Force,52,T1110,Brute Force,Credential Access
192.168.146.2,Malware,72,T1204,User Execution,Execution
192.168.147.9,Brute Force,76,T1110,Brute Force,Credential Access
192.168.148.16,Phishing,66,T1566,Phishing,Initial Access
192.168.149.23,Ransomware,81,T1595,Active Scanning,Reconnaissance
192.168.150.30,Malware,59,T1204,User Execution,Execution
192.168.151.37,Credential Dumping,65,T1595,Active Scanning,Reconnaissance
192.168.152.44,Phishing,98,T1566,Phishing,Initial Access
192.168.153.51,Malware,90,T1204,User Execution,Execution
192.168.154.58,Brute Force,100,T1110,Brute Force,Credential Access
192.168.155.65,Brute Force,72,T1110,Brute Force,Credential Access
192.168.156.72,Credential Dumping,89,T1595,Active Scanning,Reconnaissance
192.168.157.79,Phishing,61,T1566,Phishing,Initial Access
192.168.158.86,Ransomware,92,T1595,Active Scanning,Reconnaissance
192.168.159.93,Brute Force,91,T1110,Brute Force,Credential Access
192.168.160.100,Brute Force,57,T1110,Brute Force,Credential Access
192.168.161.107,Malware,78,T1204,User Execution,Execution
192.168.162.114,Ransomware,82,T1595,Active Scanning,Reconnaissance
192.168.163.121,Brute Force,83,T1110,Brute Force,Credential Access
192.168.164.128,Ransomware,94,T1595,Active Scanning,Reconnaissance
192.168.165.135,Brute Force,98,T1110,Brute Force,Credential Access
192.168.166.142,Malware,75,T1204,User Execution,Execution
192.168.167.149,Credential Dumping,58,T1595,Active Scanning,Reconnaissance
192.168.168.156,Brute Force,63,T1110,Brute Force,Credential Access
192.168.169.163,Brute Force,59,T1110,Brute Force,Credential Access
192.168.170.170,Credential Dumping,75,T1595,Active Scanning,Reconnaissance
192.168.171.177,Brute Force,58,T1110,Brute Force,Credential Access
192.168.172.184,Malware,93,T1204,User Execution,Execution
192.168.173.191,Brute Force,99,T1110,Brute Force,Credential Access
192.168.174.198,Credential Dumping,84,T1595,Active Scanning,Reconnaissance
192.168.175.205,Brute Force,52,T1110,Brute Force,Credential Access
192.168.176.212,Brute Force,87,T1110,Brute Force,Credential Access
192.168.177.219,Phishing,55,T1566,Phishing,Initial Access
192.168.178.226,Malware,76,T1204,User Execution,Execution
192.168.179.233,Phishing,76,T1566,Phishing,Initial Access
192.168.180.240,Brute Force,95,T1110,Brute Force,Credential Access
192.168.181.247,Malware,56,T1204,User Execution,Execution
192.168.182.254,Ransomware,88,T1595,Active Scanning,Reconnaissance
192.168.183.6,Ransomware,98,T1595,Active Scanning,Reconnaissance
192.168.184.13,Credential Dumping,91,T1595,Active Scanning,Reconnaissance
192.168.185.20,Credential Dumping,63,T1595,Active Scanning,Reconnaissance
192.168.186.27,Brute Force,51,T1110,Brute Force,Credential Access
192.168.187.34,Phishing,65,T1566,Phishing,Initial Access
192.168.188.41,Phishing,99,T1566,Phishing,Initial Access
192.168.189.48,Credential Dumping,81,T1595,Active Scanning,Reconnaissance
192.168.190.55,Phishing,96,T1566,Phishing,Initial Access
192.168.191.62,Ransomware,98,T1595,Active Scanning,Reconnaissance
192.168.192.69,Phishing,73,T1566,Phishing,Initial Access
192.168.193.76,Brute Force,87,T1110,Brute Force,Credential Access
192.168.194.83,Ransomware,89,T1595,Active Scanning,Reconnaissance
192.168.195.90,Brute Force,59,T1110,Brute Force,Credential Access
192.168.196.97,Credential Dumping,56,T1595,Active Scanning,Reconnaissance
192.168.197.104,Ransomware,64,T1595,Active Scanning,Reconnaissance
192.168.198.111,Ransomware,51,T1595,Active Scanning,Reconnaissance
192.168.199.118,Malware,91,T1204,User Execution,Execution
192.168.200.125,Malware,78,T1204,User Execution,Execution
192.168.201.132,Credential Dumping,90,T1595,Active Scanning,Reconnaissance
192.168.202.139,Phishing,77,T1566,Phishing,Initial Access
192.168.203.146,Phishing,94,T1566,Phishing,Initial Access
192.168.204.153,Ransomware,100,T1595,Active Scanning,Reconnaissance
192.168.205.160,Brute Force,95,T1110,Brute Force,Credential Access
192.168.206.167,Credential Dumping,79,T1595,Active Scanning,Reconnaissance
192.168.207.174,Brute Force,85,T1110,Brute Force,Credential Access
192.168.208.181,Phishing,54,T1566,Phishing,Initial Access
192.168.209.188,Ransomware,95,T1595,Active Scanning,Reconnaissance
192.168.210.195,Credential Dumping,69,T1595,Active Scanning,Reconnaissance
192.168.211.202,Phishing,59,T1566,Phishing,Initial Access
192.168.212.209,Brute Force,87,T1110,Brute Force,Credential Access
192.168.213.216,Ransomware,96,T1595,Active Scanning,Reconnaissance
192.168.214.223,Ransomware,51,T1595,Active Scanning,Reconnaissance
192.168.215.230,Phishing,75,T1566,Phishing,Initial Access
