event_id,timestamp,source_ip,destination_ip,event_type,ioc_status,ioc_type,ioc_value,threat_name,threat_actor,ioc_confidence,ioc_severity,indicator_id,matched_from,enrichment_source
EVT00216,2026-01-01 18:00:00,192.98.164.236,10.0.7.238,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT00217,2026-01-01 18:05:00,221.196.192.209,10.0.2.216,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT00218,2026-01-01 18:10:00,86.239.226.133,10.0.9.47,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT00219,2026-01-01 18:15:00,200.10.219.238,10.0.3.193,Failed Login,No IOC Match,,,,,,,,,No Match
EVT00220,2026-01-01 18:20:00,216.11.53.167,10.0.6.222,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT00221,2026-01-01 18:25:00,90.64.49.117,10.0.2.75,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT00222,2026-01-01 18:30:00,119.230.244.188,10.0.8.2,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT00223,2026-01-01 18:35:00,62.230.37.227,10.0.9.246,File Access,No IOC Match,,,,,,,,,No Match
EVT00224,2026-01-01 18:40:00,109.4.106.227,10.0.1.228,Brute Force,No IOC Match,,,,,,,,,No Match
EVT00225,2026-01-01 18:45:00,44.218.152.144,10.0.1.25,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT00226,2026-01-01 18:50:00,152.222.13.102,10.0.6.252,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT00227,2026-01-01 18:55:00,147.187.217.48,10.0.8.222,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT00228,2026-01-01 19:00:00,50.129.244.105,10.0.7.27,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT00229,2026-01-01 19:05:00,8.155.189.44,10.0.9.148,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT00230,2026-01-01 19:10:00,204.134.136.136,10.0.0.213,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT00231,2026-01-01 19:15:00,151.102.6.137,10.0.3.17,File Access,No IOC Match,,,,,,,,,No Match
EVT00232,2026-01-01 19:20:00,153.50.232.232,10.0.5.96,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT00233,2026-01-01 19:25:00,220.248.25.0,10.0.9.31,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT00234,2026-01-01 19:30:00,206.19.66.79,10.0.9.206,Failed Login,No IOC Match,,,,,,,,,No Match
EVT00235,2026-01-01 19:35:00,115.151.41.40,10.0.9.49,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT00236,2026-01-01 19:40:00,204.39.134.83,10.0.8.127,Port Scan,No IOC Match,,,,,,,,,No Match
EVT00237,2026-01-01 19:45:00,216.227.187.248,10.0.9.20,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT00238,2026-01-01 19:50:00,60.132.187.34,10.0.2.82,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT00239,2026-01-01 19:55:00,142.146.252.57,10.0.1.3,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT00240,2026-01-01 20:00:00,158.61.29.84,10.0.2.50,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT00241,2026-01-01 20:05:00,189.100.213.116,10.0.2.183,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00242,2026-01-01 20:10:00,55.132.49.217,10.0.6.97,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00243,2026-01-01 20:15:00,148.56.99.22,10.0.0.186,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT00244,2026-01-01 20:20:00,49.184.43.23,10.0.9.127,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT00245,2026-01-01 20:25:00,139.170.65.14,10.0.7.70,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT00246,2026-01-01 20:30:00,201.202.84.230,10.0.6.209,Login Success,No IOC Match,,,,,,,,,No Match
EVT00247,2026-01-01 20:35:00,166.40.61.138,10.0.0.38,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT00248,2026-01-01 20:40:00,174.252.86.160,10.0.9.121,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT00249,2026-01-01 20:45:00,209.9.228.99,10.0.3.108,File Access,No IOC Match,,,,,,,,,No Match
EVT00250,2026-01-01 20:50:00,223.134.112.163,10.0.7.155,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT00251,2026-01-01 20:55:00,221.15.76.61,10.0.9.123,Brute Force,No IOC Match,,,,,,,,,No Match
EVT00252,2026-01-01 21:00:00,50.245.162.17,10.0.9.147,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT00253,2026-01-01 21:05:00,222.4.152.10,10.0.2.9,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT00254,2026-01-01 21:10:00,91.211.216.71,10.0.3.152,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT00255,2026-01-01 21:15:00,194.210.229.128,10.0.3.47,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT00256,2026-01-01 21:20:00,160.244.152.183,10.0.0.121,Failed Login,No IOC Match,,,,,,,,,No Match
EVT00257,2026-01-01 21:25:00,203.34.212.215,10.0.6.58,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT00258,2026-01-01 21:30:00,223.137.198.220,10.0.1.173,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT00259,2026-01-01 21:35:00,48.162.18.136,10.0.3.204,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT00260,2026-01-01 21:40:00,186.132.80.242,10.0.0.154,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT00261,2026-01-01 21:45:00,209.17.17.95,10.0.9.131,Brute Force,No IOC Match,,,,,,,,,No Match
EVT00262,2026-01-01 21:50:00,223.214.109.84,10.0.0.92,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT00263,2026-01-01 21:55:00,139.219.83.253,10.0.4.6,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT00264,2026-01-01 22:00:00,182.172.109.29,10.0.0.110,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT00265,2026-01-01 22:05:00,199.121.251.218,10.0.6.197,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT00266,2026-01-01 22:10:00,223.91.107.38,10.0.7.11,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00267,2026-01-01 22:15:00,182.229.180.65,10.0.8.235,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT00268,2026-01-01 22:20:00,146.255.13.84,10.0.5.112,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT00269,2026-01-01 22:25:00,204.161.209.183,10.0.9.75,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT00270,2026-01-01 22:30:00,157.255.79.237,10.0.5.133,Port Scan,No IOC Match,,,,,,,,,No Match
EVT00271,2026-01-01 22:35:00,166.89.36.254,10.0.2.127,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT00272,2026-01-01 22:40:00,222.229.161.116,10.0.5.32,Brute Force,No IOC Match,,,,,,,,,No Match
EVT00273,2026-01-01 22:45:00,215.240.153.173,10.0.2.65,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT00274,2026-01-01 22:50:00,212.190.80.24,10.0.1.40,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT00275,2026-01-01 22:55:00,157.116.61.175,10.0.0.165,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT00276,2026-01-01 23:00:00,1.122.168.127,10.0.9.117,Failed Login,No IOC Match,,,,,,,,,No Match
EVT00277,2026-01-01 23:05:00,105.226.109.207,10.0.2.18,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT00278,2026-01-01 23:10:00,38.153.22.165,10.0.1.254,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT00279,2026-01-01 23:15:00,108.225.125.138,10.0.1.195,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT00280,2026-01-01 23:20:00,30.234.69.205,10.0.4.86,Brute Force,No IOC Match,,,,,,,,,No Match
EVT00281,2026-01-01 23:25:00,88.100.69.65,10.0.8.253,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT00282,2026-01-01 23:30:00,96.121.68.124,10.0.9.244,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT00283,2026-01-01 23:35:00,213.34.234.67,10.0.1.163,Failed Login,No IOC Match,,,,,,,,,No Match
EVT00284,2026-01-01 23:40:00,193.134.179.199,10.0.0.188,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT00285,2026-01-01 23:45:00,48.190.187.4,10.0.0.211,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00286,2026-01-01 23:50:00,16.49.15.67,10.0.8.5,Port Scan,No IOC Match,,,,,,,,,No Match
EVT00287,2026-01-01 23:55:00,94.187.115.208,10.0.0.163,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT00288,2026-01-02 00:00:00,206.242.145.12,10.0.0.32,Login Success,No IOC Match,,,,,,,,,No Match
EVT00289,2026-01-02 00:05:00,192.252.134.24,10.0.7.143,File Access,No IOC Match,,,,,,,,,No Match
EVT00290,2026-01-02 00:10:00,24.214.10.36,10.0.0.123,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT00291,2026-01-02 00:15:00,96.139.26.205,10.0.0.229,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT00292,2026-01-02 00:20:00,212.95.7.113,10.0.1.113,Failed Login,No IOC Match,,,,,,,,,No Match
EVT00293,2026-01-02 00:25:00,3.60.20.210,10.0.9.236,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT00294,2026-01-02 00:30:00,90.230.175.183,10.0.3.42,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT00295,2026-01-02 00:35:00,3.133.229.252,10.0.7.88,Brute Force,No IOC Match,,,,,,,,,No Match
EVT00296,2026-01-02 00:40:00,217.83.222.198,10.0.8.35,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT00297,2026-01-02 00:45:00,155.208.199.27,10.0.2.107,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT00298,2026-01-02 00:50:00,149.93.207.152,10.0.9.234,Failed Login,No IOC Match,,,,,,,,,No Match
EVT00299,2026-01-02 00:55:00,142.252.236.86,10.0.0.151,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT00300,2026-01-02 01:00:00,129.223.94.59,10.0.1.249,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00301,2026-01-02 01:05:00,145.140.130.1,10.0.0.173,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT00302,2026-01-02 01:10:00,115.139.54.25,10.0.4.222,Login Success,No IOC Match,,,,,,,,,No Match
EVT00303,2026-01-02 01:15:00,108.37.8.122,10.0.7.112,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT00304,2026-01-02 01:20:00,154.130.236.60,10.0.0.120,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT00305,2026-01-02 01:25:00,122.117.90.198,10.0.9.80,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00306,2026-01-02 01:30:00,50.206.30.80,10.0.8.243,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT00307,2026-01-02 01:35:00,160.134.152.246,10.0.2.37,Brute Force,No IOC Match,,,,,,,,,No Match
EVT00308,2026-01-02 01:40:00,8.29.177.195,10.0.8.14,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT00309,2026-01-02 01:45:00,167.117.126.53,10.0.3.98,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT00310,2026-01-02 01:50:00,141.156.17.245,10.0.7.140,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00311,2026-01-02 01:55:00,199.128.217.236,10.0.2.127,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT00312,2026-01-02 02:00:00,107.63.202.186,10.0.2.193,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00313,2026-01-02 02:05:00,221.113.92.70,10.0.5.188,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT00314,2026-01-02 02:10:00,203.174.123.72,10.0.2.236,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT00315,2026-01-02 02:15:00,39.210.230.22,10.0.1.214,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT00316,2026-01-02 02:20:00,176.70.62.118,10.0.1.10,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT00317,2026-01-02 02:25:00,200.87.12.155,10.0.6.171,Brute Force,No IOC Match,,,,,,,,,No Match
EVT00318,2026-01-02 02:30:00,75.128.75.175,10.0.1.78,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT00319,2026-01-02 02:35:00,169.70.6.130,10.0.7.31,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT00320,2026-01-02 02:40:00,115.151.84.27,10.0.2.195,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT00321,2026-01-02 02:45:00,150.67.248.192,10.0.4.41,File Access,No IOC Match,,,,,,,,,No Match
EVT00322,2026-01-02 02:50:00,217.235.15.227,10.0.9.32,File Access,No IOC Match,,,,,,,,,No Match
EVT00323,2026-01-02 02:55:00,222.111.179.70,10.0.9.206,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT00324,2026-01-02 03:00:00,146.70.232.85,10.0.0.54,Login Success,No IOC Match,,,,,,,,,No Match
EVT00325,2026-01-02 03:05:00,145.155.81.152,10.0.7.16,File Access,No IOC Match,,,,,,,,,No Match
EVT00326,2026-01-02 03:10:00,213.114.184.182,10.0.2.125,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT00327,2026-01-02 03:15:00,207.68.216.213,10.0.3.153,File Access,No IOC Match,,,,,,,,,No Match
EVT00328,2026-01-02 03:20:00,118.234.106.50,10.0.0.54,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00329,2026-01-02 03:25:00,149.208.200.146,10.0.7.17,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT00330,2026-01-02 03:30:00,223.71.197.115,10.0.9.96,Failed Login,No IOC Match,,,,,,,,,No Match
EVT00331,2026-01-02 03:35:00,73.91.18.89,10.0.0.14,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT00332,2026-01-02 03:40:00,126.170.78.164,10.0.3.167,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT00333,2026-01-02 03:45:00,69.171.252.247,10.0.9.78,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT00334,2026-01-02 03:50:00,146.223.158.14,10.0.2.153,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00335,2026-01-02 03:55:00,151.129.142.9,10.0.1.220,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT00336,2026-01-02 04:00:00,58.43.87.210,10.0.9.181,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT00337,2026-01-02 04:05:00,144.241.234.150,10.0.6.185,Failed Login,No IOC Match,,,,,,,,,No Match
EVT00338,2026-01-02 04:10:00,168.103.50.1,10.0.0.138,Failed Login,No IOC Match,,,,,,,,,No Match
EVT00339,2026-01-02 04:15:00,168.86.112.140,10.0.0.141,File Access,No IOC Match,,,,,,,,,No Match
EVT00340,2026-01-02 04:20:00,179.120.244.29,10.0.5.40,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT00341,2026-01-02 04:25:00,207.58.197.148,10.0.8.147,File Access,No IOC Match,,,,,,,,,No Match
EVT00342,2026-01-02 04:30:00,222.104.140.13,10.0.3.163,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT00343,2026-01-02 04:35:00,46.209.77.232,10.0.0.238,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT00344,2026-01-02 04:40:00,171.138.120.57,10.0.6.95,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT00345,2026-01-02 04:45:00,213.105.89.197,10.0.3.150,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00346,2026-01-02 04:50:00,49.222.231.46,10.0.2.126,File Access,No IOC Match,,,,,,,,,No Match
EVT00347,2026-01-02 04:55:00,15.232.191.135,10.0.6.14,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT00348,2026-01-02 05:00:00,102.82.10.65,10.0.9.161,Brute Force,No IOC Match,,,,,,,,,No Match
EVT00349,2026-01-02 05:05:00,97.176.56.26,10.0.5.236,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT00350,2026-01-02 05:10:00,54.112.124.134,10.0.5.163,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT00351,2026-01-02 05:15:00,201.26.228.178,10.0.2.186,File Access,No IOC Match,,,,,,,,,No Match
EVT00352,2026-01-02 05:20:00,25.216.137.130,10.0.0.99,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT00353,2026-01-02 05:25:00,157.34.172.75,10.0.2.62,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT00354,2026-01-02 05:30:00,136.50.60.251,10.0.4.166,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT00355,2026-01-02 05:35:00,105.159.144.248,10.0.7.199,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT00356,2026-01-02 05:40:00,141.203.101.75,10.0.9.169,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT00357,2026-01-02 05:45:00,115.206.70.172,10.0.0.202,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT00358,2026-01-02 05:50:00,37.176.121.127,10.0.4.228,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT00359,2026-01-02 05:55:00,158.248.64.215,10.0.7.154,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00360,2026-01-02 06:00:00,204.96.238.183,10.0.1.160,Port Scan,No IOC Match,,,,,,,,,No Match
EVT00361,2026-01-02 06:05:00,153.11.26.117,10.0.0.125,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00362,2026-01-02 06:10:00,194.99.89.55,10.0.7.51,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT00363,2026-01-02 06:15:00,89.144.150.253,10.0.8.145,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT00364,2026-01-02 06:20:00,132.15.79.200,10.0.7.18,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT00365,2026-01-02 06:25:00,177.6.117.171,10.0.3.137,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT00366,2026-01-02 06:30:00,9.233.220.81,10.0.4.32,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT00367,2026-01-02 06:35:00,146.46.39.57,10.0.0.160,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT00368,2026-01-02 06:40:00,182.138.79.34,10.0.5.15,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT00369,2026-01-02 06:45:00,171.172.42.52,10.0.7.147,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT00370,2026-01-02 06:50:00,110.214.18.153,10.0.0.96,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT00371,2026-01-02 06:55:00,210.191.120.56,10.0.0.227,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT00372,2026-01-02 07:00:00,205.227.36.141,10.0.2.94,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT00373,2026-01-02 07:05:00,201.36.101.31,10.0.1.47,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT00374,2026-01-02 07:10:00,202.80.235.175,10.0.5.227,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT00375,2026-01-02 07:15:00,222.85.174.32,10.0.2.182,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT00376,2026-01-02 07:20:00,153.56.199.120,10.0.7.234,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT00377,2026-01-02 07:25:00,138.127.65.64,10.0.7.2,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT00378,2026-01-02 07:30:00,189.255.38.93,10.0.6.226,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT00379,2026-01-02 07:35:00,209.169.186.166,10.0.2.197,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT00380,2026-01-02 07:40:00,175.54.171.52,10.0.3.75,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT00381,2026-01-02 07:45:00,139.95.72.150,10.0.2.90,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT00382,2026-01-02 07:50:00,26.50.138.179,10.0.7.82,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT00383,2026-01-02 07:55:00,205.228.106.0,10.0.4.150,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT00384,2026-01-02 08:00:00,213.47.57.167,10.0.1.92,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT00385,2026-01-02 08:05:00,56.176.31.74,10.0.5.141,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT00386,2026-01-02 08:10:00,8.60.226.0,10.0.1.111,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT00387,2026-01-02 08:15:00,221.135.31.66,10.0.9.219,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT00388,2026-01-02 08:20:00,207.8.164.83,10.0.6.120,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT00389,2026-01-02 08:25:00,197.93.142.108,10.0.4.14,Brute Force,No IOC Match,,,,,,,,,No Match
EVT00390,2026-01-02 08:30:00,173.139.93.9,10.0.3.186,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT00391,2026-01-02 08:35:00,1.57.89.198,10.0.2.231,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT00392,2026-01-02 08:40:00,185.62.228.93,10.0.8.80,Brute Force,No IOC Match,,,,,,,,,No Match
EVT00393,2026-01-02 08:45:00,195.98.107.204,10.0.9.178,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00394,2026-01-02 08:50:00,129.242.213.147,10.0.0.249,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT00395,2026-01-02 08:55:00,61.16.19.189,10.0.5.123,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT00396,2026-01-02 09:00:00,72.65.167.40,10.0.4.15,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT00397,2026-01-02 09:05:00,200.65.93.238,10.0.6.235,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT00398,2026-01-02 09:10:00,177.23.160.176,10.0.8.66,Port Scan,No IOC Match,,,,,,,,,No Match
EVT00399,2026-01-02 09:15:00,147.30.128.158,10.0.9.134,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT00400,2026-01-02 09:20:00,88.245.99.253,10.0.6.45,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00401,2026-01-02 09:25:00,195.205.147.92,10.0.4.248,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT00402,2026-01-02 09:30:00,176.238.225.41,10.0.5.30,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT00403,2026-01-02 09:35:00,48.228.133.238,10.0.7.47,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT00404,2026-01-02 09:40:00,209.42.88.227,10.0.0.193,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00405,2026-01-02 09:45:00,66.16.208.61,10.0.0.210,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT00406,2026-01-02 09:50:00,163.136.120.93,10.0.5.138,Port Scan,No IOC Match,,,,,,,,,No Match
EVT00407,2026-01-02 09:55:00,210.96.125.15,10.0.8.164,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT00408,2026-01-02 10:00:00,139.179.196.43,10.0.6.68,Brute Force,No IOC Match,,,,,,,,,No Match
EVT00409,2026-01-02 10:05:00,32.250.25.237,10.0.9.241,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT00410,2026-01-02 10:10:00,61.33.169.28,10.0.7.228,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT00411,2026-01-02 10:15:00,173.164.196.80,10.0.4.105,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT00412,2026-01-02 10:20:00,214.210.211.131,10.0.9.117,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT00413,2026-01-02 10:25:00,217.125.191.30,10.0.8.238,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT00414,2026-01-02 10:30:00,65.235.224.153,10.0.0.222,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT00415,2026-01-02 10:35:00,23.88.255.215,10.0.2.201,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT00416,2026-01-02 10:40:00,8.115.235.89,10.0.8.192,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT00417,2026-01-02 10:45:00,133.216.94.173,10.0.9.33,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT00418,2026-01-02 10:50:00,52.3.138.31,10.0.2.138,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT00419,2026-01-02 10:55:00,193.192.33.51,10.0.4.215,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT00420,2026-01-02 11:00:00,36.85.124.18,10.0.6.176,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT00421,2026-01-02 11:05:00,147.93.10.65,10.0.2.56,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00422,2026-01-02 11:10:00,214.143.200.214,10.0.7.94,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT00423,2026-01-02 11:15:00,19.145.151.44,10.0.6.38,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT00424,2026-01-02 11:20:00,209.0.1.10,10.0.6.22,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT00425,2026-01-02 11:25:00,196.128.65.226,10.0.9.190,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT00426,2026-01-02 11:30:00,64.25.22.81,10.0.1.221,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT00427,2026-01-02 11:35:00,147.33.103.155,10.0.4.147,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT00428,2026-01-02 11:40:00,99.121.240.71,10.0.9.35,File Access,No IOC Match,,,,,,,,,No Match
EVT00429,2026-01-02 11:45:00,223.140.138.114,10.0.1.78,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT00430,2026-01-02 11:50:00,183.40.98.237,10.0.5.62,Privilege Escalation,No IOC Match,,,,,,,,,No Match
