rank,event_id,risk_score_internal,risk_score,risk_level,priority,risk_score_complete,missing_components,component_weight_coverage,asset_criticality_score,reasons,calculated_at,input_severity,input_ml_confidence_raw,input_ml_prediction,input_cvss_score,input_ioc_status,input_ioc_confidence,input_asset_name,input_asset_criticality_label,input_asset_criticality_verified,input_asset_criticality_score_0to1,input_failed_login_attempts,ml_prediction,ioc_status,asset_name,asset_criticality_label,asset_criticality_verified,status
85,EVT08346,0.7414,74.14,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.115869+00:00,Critical,69.24,Suspicious,8.5,No IOC Match,,SAL-LAP-0073,Unknown,False,,0,Suspicious,No IOC Match,SAL-LAP-0073,Unknown,False,Open
86,EVT07938,0.7413,74.13,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.099209+00:00,Critical,63.63,Normal,9.2,No IOC Match,,IT-PC-0011,Unknown,False,,5,Normal,No IOC Match,IT-PC-0011,Unknown,False,Open
87,EVT07385,0.7409,74.09,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.076984+00:00,Critical,57.1,Normal,10.0,No IOC Match,,LEG-LAP-0057,Unknown,False,,0,Normal,No IOC Match,LEG-LAP-0057,Unknown,False,Open
88,EVT03818,0.7402,74.02,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.928476+00:00,Critical,63.26,Normal,9.2,No IOC Match,,LEG-SW-0101,Unknown,False,,5,Normal,No IOC Match,LEG-SW-0101,Unknown,False,Open
89,EVT07100,0.7399,73.99,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.065911+00:00,Critical,66.37,Suspicious,8.8,No IOC Match,,ENG-PC-0114,Unknown,False,,0,Suspicious,No IOC Match,ENG-PC-0114,Unknown,False,Open
90,EVT03057,0.7398,73.98,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.898770+00:00,High,82.55,Suspicious,9.9,No IOC Match,,HR-DB-0069,Unknown,False,,5,Suspicious,No IOC Match,HR-DB-0069,Unknown,False,Open
91,EVT06720,0.7387,73.87,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.051273+00:00,Critical,64.4,Normal,9.0,No IOC Match,,LEG-SRV-0079,Unknown,False,,5,Normal,No IOC Match,LEG-SRV-0079,Unknown,False,Open
92,EVT07248,0.7385,73.85,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.071595+00:00,Critical,61.92,Normal,9.3,No IOC Match,,FIN-PRT-0119,Unknown,False,,5,Normal,No IOC Match,FIN-PRT-0119,Unknown,False,Open
93,EVT08933,0.7383,73.83,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.138979+00:00,Critical,64.27,Normal,9.0,No IOC Match,,MKT-PRT-0098,Unknown,False,,4,Normal,No IOC Match,MKT-PRT-0098,Unknown,False,Open
94,EVT05451,0.7379,73.79,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.000831+00:00,Critical,68.13,Suspicious,8.5,No IOC Match,,HR-IOT-0117,Unknown,False,,0,Suspicious,No IOC Match,HR-IOT-0117,Unknown,False,Open
95,EVT04722,0.7375,73.75,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.963795+00:00,Critical,64.79,Normal,8.9,No IOC Match,,ENG-PC-0114,Unknown,False,,0,Normal,No IOC Match,ENG-PC-0114,Unknown,False,Open
96,EVT00180,0.7364,73.64,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.781140+00:00,Critical,65.25,Normal,8.8,No IOC Match,,OPS-RTR-0029,Unknown,False,,6,Normal,No IOC Match,OPS-RTR-0029,Unknown,False,Open
97,EVT02737,0.7359,73.59,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.884440+00:00,Critical,73.09,Normal,7.8,No IOC Match,,HR-PC-0125,Unknown,False,,8,Normal,No IOC Match,HR-PC-0125,Unknown,False,Open
98,EVT05989,0.7358,73.58,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.021743+00:00,Critical,69.07,Suspicious,8.3,No IOC Match,,FIN-SW-0045,Unknown,False,,0,Suspicious,No IOC Match,FIN-SW-0045,Unknown,False,Open
99,EVT07949,0.7358,73.58,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.099851+00:00,Critical,65.06,Normal,8.8,No IOC Match,,SAL-SRV-0064,Unknown,False,,6,Normal,No IOC Match,SAL-SRV-0064,Unknown,False,Open
100,EVT01944,0.7357,73.57,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.848671+00:00,Critical,63.42,Normal,9.0,No IOC Match,,MKT-SW-0117,Unknown,False,,4,Normal,No IOC Match,MKT-SW-0117,Unknown,False,Open
101,EVT00869,0.7356,73.56,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.807992+00:00,Critical,57.0,Normal,9.8,No IOC Match,,IT-MOB-0096,Unknown,False,,0,Normal,No IOC Match,IT-MOB-0096,Unknown,False,Open
102,EVT04101,0.7356,73.56,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.939018+00:00,Critical,68.18,Normal,8.4,No IOC Match,,FIN-IOT-0058,Unknown,False,,8,Normal,No IOC Match,FIN-IOT-0058,Unknown,False,Open
103,EVT03348,0.7353,73.53,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.910769+00:00,Critical,60.1,Normal,9.4,No IOC Match,,MKT-SW-0052,Unknown,False,,3,Normal,No IOC Match,MKT-SW-0052,Unknown,False,Open
104,EVT00833,0.7343,73.43,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.806676+00:00,Critical,65.39,Normal,8.7,No IOC Match,,MKT-LAP-0013,Unknown,False,,0,Normal,No IOC Match,MKT-LAP-0013,Unknown,False,Open
105,EVT03498,0.7334,73.34,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.916832+00:00,Critical,60.3,Normal,9.3,No IOC Match,,ENG-PRT-0038,Unknown,False,,0,Normal,No IOC Match,ENG-PRT-0038,Unknown,False,Open
106,EVT03521,0.7331,73.31,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High ML confidence', 'High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.917757+00:00,High,85.19,Suspicious,9.3,No IOC Match,,FIN-IOT-0024,Unknown,False,,5,Suspicious,No IOC Match,FIN-IOT-0024,Unknown,False,Open
107,EVT05795,0.7331,73.31,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.014567+00:00,Critical,69.0,Normal,8.2,No IOC Match,,SAL-PRT-0035,Unknown,False,,8,Normal,No IOC Match,SAL-PRT-0035,Unknown,False,Open
108,EVT01385,0.7326,73.26,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High ML confidence', 'High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.826786+00:00,High,86.63,Suspicious,9.1,No IOC Match,,MKT-PRT-0095,Unknown,False,,8,Suspicious,No IOC Match,MKT-PRT-0095,Unknown,False,Open
109,EVT09066,0.7325,73.25,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.144321+00:00,Critical,71.2,Suspicious,7.9,No IOC Match,,FIN-IOT-0113,Unknown,False,,5,Suspicious,No IOC Match,FIN-IOT-0113,Unknown,False,Open
110,EVT00078,0.7324,73.24,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.777102+00:00,Critical,72.78,Normal,7.7,No IOC Match,,SAL-DB-0045,Unknown,False,,8,Normal,No IOC Match,SAL-DB-0045,Unknown,False,Open
111,EVT07353,0.7324,73.24,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.075843+00:00,Critical,67.16,Normal,8.4,No IOC Match,,HR-RTR-0011,Unknown,False,,6,Normal,No IOC Match,HR-RTR-0011,Unknown,False,Open
112,EVT07048,0.7321,73.21,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.064056+00:00,Critical,67.06,Normal,8.4,No IOC Match,,HR-PRT-0026,Unknown,False,,6,Normal,No IOC Match,HR-PRT-0026,Unknown,False,Open
113,EVT07106,0.7321,73.21,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.066152+00:00,Critical,68.66,Normal,8.2,No IOC Match,,OPS-FW-0129,Unknown,False,,8,Normal,No IOC Match,OPS-FW-0129,Unknown,False,Open
114,EVT03301,0.7319,73.19,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High ML confidence', 'High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.908309+00:00,High,88.01,Suspicious,8.9,No IOC Match,,IT-FW-0039,Unknown,False,,7,Suspicious,No IOC Match,IT-FW-0039,Unknown,False,Open
115,EVT03065,0.7315,73.15,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.899052+00:00,Critical,54.87,Normal,9.9,No IOC Match,,MKT-DB-0050,Unknown,False,,0,Normal,No IOC Match,MKT-DB-0050,Unknown,False,Open
116,EVT01969,0.7314,73.14,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.849600+00:00,Critical,65.24,Normal,8.6,No IOC Match,,MKT-DB-0025,Unknown,False,,4,Normal,No IOC Match,MKT-DB-0025,Unknown,False,Open
117,EVT01197,0.7307,73.07,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.819537+00:00,Critical,69.82,Normal,8.0,No IOC Match,,FIN-IOT-0082,Unknown,False,,6,Normal,No IOC Match,FIN-IOT-0082,Unknown,False,Open
118,EVT02909,0.7287,72.87,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.892298+00:00,Critical,64.4,Normal,8.6,No IOC Match,,FIN-IOT-0052,Unknown,False,,0,Normal,No IOC Match,FIN-IOT-0052,Unknown,False,Open
119,EVT07338,0.728,72.8,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.075296+00:00,Critical,68.17,Normal,8.1,No IOC Match,,LEG-IOT-0030,Unknown,False,,7,Normal,No IOC Match,LEG-IOT-0030,Unknown,False,Open
120,EVT04827,0.7276,72.76,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.967669+00:00,Critical,58.42,Normal,9.3,No IOC Match,,IT-PC-0029,Unknown,False,,0,Normal,No IOC Match,IT-PC-0029,Unknown,False,Open
121,EVT00071,0.7268,72.68,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.776833+00:00,Critical,74.99,Suspicious,7.2,No IOC Match,,OPS-SW-0108,Unknown,False,,7,Suspicious,No IOC Match,OPS-SW-0108,Unknown,False,Open
122,EVT01478,0.7266,72.66,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.830211+00:00,Critical,56.5,Normal,9.5,No IOC Match,,OPS-IOT-0031,Unknown,False,,0,Normal,No IOC Match,OPS-IOT-0031,Unknown,False,Open
123,EVT01738,0.7265,72.65,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.839870+00:00,Critical,65.27,Suspicious,8.4,No IOC Match,,IT-IOT-0010,Unknown,False,,0,Suspicious,No IOC Match,IT-IOT-0010,Unknown,False,Open
124,EVT00987,0.7259,72.59,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.812157+00:00,Critical,53.1,Normal,9.9,No IOC Match,,ENG-MOB-0068,Unknown,False,,0,Normal,No IOC Match,ENG-MOB-0068,Unknown,False,Open
125,EVT04930,0.7256,72.56,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.973688+00:00,Critical,69.78,Normal,7.8,No IOC Match,,SAL-IOT-0104,Unknown,False,,7,Normal,No IOC Match,SAL-IOT-0104,Unknown,False,Open
126,EVT03444,0.7252,72.52,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.914798+00:00,Critical,53.65,Normal,9.8,No IOC Match,,LEG-PRT-0033,Unknown,False,,0,Normal,No IOC Match,LEG-PRT-0033,Unknown,False,Open
127,EVT03150,0.7248,72.48,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.902494+00:00,Critical,55.14,Normal,9.6,No IOC Match,,MKT-PC-0020,Unknown,False,,0,Normal,No IOC Match,MKT-PC-0020,Unknown,False,Open
128,EVT02043,0.7247,72.47,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.853630+00:00,Critical,59.11,Normal,9.1,No IOC Match,,SAL-RTR-0034,Unknown,False,,4,Normal,No IOC Match,SAL-RTR-0034,Unknown,False,Open
129,EVT06413,0.7246,72.46,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.037825+00:00,Critical,71.07,Normal,7.6,No IOC Match,,MKT-FW-0120,Unknown,False,,8,Normal,No IOC Match,MKT-FW-0120,Unknown,False,Open
130,EVT06490,0.7235,72.35,High,Investigate Soon,True,[],1.0,0.75,['High CVSS vulnerability'],2026-09-02T05:58:32.041295+00:00,Critical,50.98,Normal,9.8,No IOC Match,,OPS-MOB-0099,High,True,0.75,0,Normal,No IOC Match,OPS-MOB-0099,High,True,Open
131,EVT06066,0.7231,72.31,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.024714+00:00,Critical,72.99,Normal,7.3,No IOC Match,,HR-DB-0037,Unknown,False,,8,Normal,No IOC Match,HR-DB-0037,Unknown,False,Open
132,EVT07062,0.7226,72.26,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.064578+00:00,Critical,59.23,Normal,9.0,No IOC Match,,HR-IOT-0100,Unknown,False,,1,Normal,No IOC Match,HR-IOT-0100,Unknown,False,Open
133,EVT09528,0.7221,72.21,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.162077+00:00,Critical,59.07,Normal,9.0,No IOC Match,,SAL-PRT-0081,Unknown,False,,0,Normal,No IOC Match,SAL-PRT-0081,Unknown,False,Open
134,EVT01872,0.7219,72.19,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.845368+00:00,High,78.4,Normal,9.7,No IOC Match,,IT-SW-0127,Unknown,False,,8,Normal,No IOC Match,IT-SW-0127,Unknown,False,Open
135,EVT07339,0.7212,72.12,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.075329+00:00,Critical,65.18,Suspicious,8.2,No IOC Match,,HR-SW-0003,Unknown,False,,0,Suspicious,No IOC Match,HR-SW-0003,Unknown,False,Open
136,EVT07849,0.721,72.1,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.094756+00:00,Critical,57.11,Normal,9.2,No IOC Match,,LEG-PC-0017,Unknown,False,,4,Normal,No IOC Match,LEG-PC-0017,Unknown,False,Open
137,EVT05749,0.7207,72.07,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.012911+00:00,Critical,52.22,Normal,9.8,No IOC Match,,OPS-PC-0006,Unknown,False,,0,Normal,No IOC Match,OPS-PC-0006,Unknown,False,Open
138,EVT09063,0.7207,72.07,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.144212+00:00,Critical,64.23,Normal,8.3,No IOC Match,,ENG-LAP-0114,Unknown,False,,0,Normal,No IOC Match,ENG-LAP-0114,Unknown,False,Open
139,EVT00738,0.72,72.0,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.803002+00:00,Critical,51.2,Normal,9.9,No IOC Match,,MKT-MOB-0058,Unknown,False,,0,Normal,No IOC Match,MKT-MOB-0058,Unknown,False,Open
140,EVT04238,0.7198,71.98,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.944752+00:00,Critical,51.14,Normal,9.9,No IOC Match,,SAL-MOB-0022,Unknown,False,,0,Normal,No IOC Match,SAL-MOB-0022,Unknown,False,Open
141,EVT06858,0.7198,71.98,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.056576+00:00,High,76.14,Normal,9.9,No IOC Match,,ENG-RTR-0038,Unknown,False,,8,Normal,No IOC Match,ENG-RTR-0038,Unknown,False,Open
142,EVT02924,0.7197,71.97,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.892869+00:00,Critical,52.7,Normal,9.7,No IOC Match,,IT-FW-0085,Unknown,False,,0,Normal,No IOC Match,IT-FW-0085,Unknown,False,Open
143,EVT01558,0.7195,71.95,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.833017+00:00,Critical,75.04,Suspicious,6.9,No IOC Match,,ENG-IOT-0019,Unknown,False,,5,Suspicious,No IOC Match,ENG-IOT-0019,Unknown,False,Open
144,EVT01184,0.7192,71.92,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.819075+00:00,Critical,59.73,Normal,8.8,No IOC Match,,SAL-MOB-0005,Unknown,False,,0,Normal,No IOC Match,SAL-MOB-0005,Unknown,False,Open
145,EVT07487,0.7186,71.86,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.081212+00:00,Critical,61.96,Normal,8.5,No IOC Match,,SAL-SW-0056,Unknown,False,,4,Normal,No IOC Match,SAL-SW-0056,Unknown,False,Open
146,EVT01276,0.7182,71.82,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.822671+00:00,Critical,61.03,Normal,8.6,No IOC Match,,HR-DB-0027,Unknown,False,,3,Normal,No IOC Match,HR-DB-0027,Unknown,False,Open
147,EVT01294,0.7181,71.81,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.823284+00:00,Critical,58.59,Normal,8.9,No IOC Match,,ENG-FW-0106,Unknown,False,,4,Normal,No IOC Match,ENG-FW-0106,Unknown,False,Open
148,EVT01008,0.7178,71.78,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High ML confidence', 'Multiple failed login attempts']",2026-09-02T05:58:31.812894+00:00,Critical,87.31,Suspicious,5.3,No IOC Match,,HR-DB-0010,Unknown,False,,8,Suspicious,No IOC Match,HR-DB-0010,Unknown,False,Open
149,EVT01165,0.7178,71.78,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.818424+00:00,Critical,50.5,Normal,9.9,No IOC Match,,FIN-MOB-0070,Unknown,False,,0,Normal,No IOC Match,FIN-MOB-0070,Unknown,False,Open
150,EVT01598,0.7177,71.77,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.834662+00:00,Critical,52.85,Normal,9.6,No IOC Match,,IT-MOB-0017,Unknown,False,,0,Normal,No IOC Match,IT-MOB-0017,Unknown,False,Open
151,EVT06629,0.7173,71.73,High,Investigate Soon,True,[],1.0,0.5,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.047656+00:00,Critical,69.32,Normal,9.7,No IOC Match,,LEG-SW-0106,Medium,True,0.5,5,Normal,No IOC Match,LEG-SW-0106,Medium,True,Open
152,EVT09010,0.7173,71.73,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.141983+00:00,High,79.33,Suspicious,9.4,No IOC Match,,IT-LAP-0095,Unknown,False,,4,Suspicious,No IOC Match,IT-LAP-0095,Unknown,False,Open
153,EVT02789,0.7171,71.71,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.886648+00:00,Critical,50.26,Normal,9.9,No IOC Match,,FIN-SW-0026,Unknown,False,,0,Normal,No IOC Match,FIN-SW-0026,Unknown,False,Open
154,EVT06418,0.7166,71.66,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.038052+00:00,Critical,50.1,Normal,9.9,No IOC Match,,FIN-RTR-0047,Unknown,False,,0,Normal,No IOC Match,FIN-RTR-0047,Unknown,False,Open
155,EVT00845,0.7162,71.62,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.807131+00:00,High,74.97,Suspicious,9.9,No IOC Match,,MKT-FW-0025,Unknown,False,,5,Suspicious,No IOC Match,MKT-FW-0025,Unknown,False,Open
156,EVT00367,0.7154,71.54,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.787922+00:00,Critical,60.94,Normal,8.5,No IOC Match,,MKT-PC-0077,Unknown,False,,5,Normal,No IOC Match,MKT-PC-0077,Unknown,False,Open
157,EVT03631,0.7151,71.51,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.921817+00:00,Critical,74.43,Suspicious,6.8,No IOC Match,,FIN-RTR-0047,Unknown,False,,8,Suspicious,No IOC Match,FIN-RTR-0047,Unknown,False,Open
158,EVT04630,0.7144,71.44,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.960151+00:00,High,76.81,Normal,9.6,No IOC Match,,FIN-LAP-0063,Unknown,False,,8,Normal,No IOC Match,FIN-LAP-0063,Unknown,False,Open
159,EVT04857,0.7138,71.38,High,Investigate Soon,True,[],1.0,1.0,"['Critical asset', 'High CVSS vulnerability']",2026-09-02T05:58:31.969274+00:00,Critical,37.52,Normal,8.5,No IOC Match,,FIN-PC-0053,Critical,True,1.0,0,Normal,No IOC Match,FIN-PC-0053,Critical,True,Open
